pert_id	cell_iname	pert_type	compound_id	drug_id
BRD-K71799949	NEU	trt_cp	BRD-K71799949__NEU__trt_cp	carbamazepine
BRD-K32273377	MCF7	trt_cp	BRD-K32273377__MCF7__trt_cp	sulfadiazine
BRD-K84443303	MCF7	trt_cp	BRD-K84443303__MCF7__trt_cp	clobetasol
BRD-A33280134	MCF10A	trt_cp	BRD-A33280134__MCF10A__trt_cp	etoposide
BRD-K86940322	MCF7	trt_cp	BRD-K86940322__MCF7__trt_cp	perindopril
BRD-K76723084	NPC	trt_cp	BRD-K76723084__NPC__trt_cp	isotretinoin
BRD-K15976406	MCF10A	trt_cp	BRD-K15976406__MCF10A__trt_cp	telbivudine
BRD-K13356952	MCF7	trt_cp	BRD-K13356952__MCF7__trt_cp	methazolamide
BRD-A84465106	HUH7	trt_cp	BRD-A84465106__HUH7__trt_cp	nisoldipine
BRD-K18922609	HUH7	trt_cp	BRD-K18922609__HUH7__trt_cp	neostigmine
BRD-K51768138	HUH7	trt_cp	BRD-K51768138__HUH7__trt_cp	lomustine
BRD-K82846253	U2OS	trt_cp	BRD-K82846253__U2OS__trt_cp	repaglinide
BRD-K34068325	HUH7	trt_cp	BRD-K34068325__HUH7__trt_cp	delavirdine
BRD-A22380646	HUH7	trt_cp	BRD-A22380646__HUH7__trt_cp	pantoprazole
BRD-K54283240	PC3	trt_cp	BRD-K54283240__PC3__trt_cp	cefixime
BRD-A48430263	NEU	trt_cp	BRD-A48430263__NEU__trt_cp	pioglitazone
BRD-K83229621	PC3	trt_cp	BRD-K83229621__PC3__trt_cp	norethynodrel
BRD-K42870217	MCF7	trt_cp	BRD-K42870217__MCF7__trt_cp	imipenem
BRD-K11129031	NEU	trt_cp	BRD-K11129031__NEU__trt_cp	gemfibrozil
BRD-K00959089	NEU	trt_cp	BRD-K00959089__NEU__trt_cp	thenoyltrifluoroacetone
BRD-K52827117	MCF7	trt_cp	BRD-K52827117__MCF7__trt_cp	aprepitant
BRD-K52075040	NPC	trt_cp	BRD-K52075040__NPC__trt_cp	cerulenin
BRD-K80738081	A549	trt_cp	BRD-K80738081__A549__trt_cp	resveratrol
BRD-M45964048	A549	trt_cp	BRD-M45964048__A549__trt_cp	verteporfin
BRD-K49060658	HUH7	trt_cp	BRD-K49060658__HUH7__trt_cp	anethole
BRD-K70163715	HUH7	trt_cp	BRD-K70163715__HUH7__trt_cp	vatalanib
BRD-K97472745	HUH7	trt_cp	BRD-K97472745__HUH7__trt_cp	gestrinone
BRD-K79602928	HUH7	trt_cp	BRD-K79602928__HUH7__trt_cp	metformin
BRD-K32164935	HUH7	trt_cp	BRD-K32164935__HUH7__trt_cp	tolazamide
BRD-A83937277	MCF7	trt_cp	BRD-A83937277__MCF7__trt_cp	mephenytoin
BRD-K08525451	MCF7	trt_cp	BRD-K08525451__MCF7__trt_cp	sarafloxacin
BRD-A13084692	HL60	trt_cp	BRD-A13084692__HL60__trt_cp	troglitazone
BRD-K37890730	PC3	trt_cp	BRD-K37890730__PC3__trt_cp	camptothecin
BRD-K50866992	HUH7	trt_cp	BRD-K50866992__HUH7__trt_cp	tropisetron
BRD-K97440753	HUH7	trt_cp	BRD-K97440753__HUH7__trt_cp	dihydroergocristine
BRD-K37289225	NPC	trt_cp	BRD-K37289225__NPC__trt_cp	clozapine
BRD-A31836915	PC3	trt_cp	BRD-A31836915__PC3__trt_cp	cyanocobalamin
BRD-K79199004	MCF7	trt_cp	BRD-K79199004__MCF7__trt_cp	stanozolol
BRD-A64479082	NPC	trt_cp	BRD-A64479082__NPC__trt_cp	quinidine
BRD-K37187815	PC3	trt_cp	BRD-K37187815__PC3__trt_cp	cefuroxime
BRD-A84282119	PC3	trt_cp	BRD-A84282119__PC3__trt_cp	rimantadine
BRD-K71125014	PC3	trt_cp	BRD-K71125014__PC3__trt_cp	sulfadimethoxine
BRD-K48300629	MCF7	trt_cp	BRD-K48300629__MCF7__trt_cp	zonisamide
BRD-K43106192	MCF7	trt_cp	BRD-K43106192__MCF7__trt_cp	gallamine
BRD-K68065987	HME1	trt_cp	BRD-K68065987__HME1__trt_cp	mk-2206
BRD-K16761703	MCF7	trt_cp	BRD-K16761703__MCF7__trt_cp	sotrastaurin
BRD-A18929998	HA1E	trt_cp	BRD-A18929998__HA1E__trt_cp	cytarabine
BRD-K34817515	MCF7	trt_cp	BRD-K34817515__MCF7__trt_cp	fluocinolone
BRD-K10481964	MCF7	trt_cp	BRD-K10481964__MCF7__trt_cp	mestranol
BRD-K10706131	MCF7	trt_cp	BRD-K10706131__MCF7__trt_cp	rivastigmine
BRD-K13183738	HPTEC	trt_cp	BRD-K13183738__HPTEC__trt_cp	pentamidine
BRD-K99063460	HUH7	trt_cp	BRD-K99063460__HUH7__trt_cp	didanosine
BRD-K94353609	HUH7	trt_cp	BRD-K94353609__HUH7__trt_cp	fluocinolone
BRD-K63460351	PC3	trt_cp	BRD-K63460351__PC3__trt_cp	toremifene
BRD-K58662656	PC3	trt_cp	BRD-K58662656__PC3__trt_cp	cefepime
BRD-M59543297	PC3	trt_cp	BRD-M59543297__PC3__trt_cp	isometheptene
BRD-A90515964	HUH7	trt_cp	BRD-A90515964__HUH7__trt_cp	guaifenesin
BRD-K39987650	U2OS	trt_cp	BRD-K39987650__U2OS__trt_cp	bisacodyl
BRD-A15597386	PC3	trt_cp	BRD-A15597386__PC3__trt_cp	picrotoxin
BRD-K79602928	NEU	trt_cp	BRD-K79602928__NEU__trt_cp	metformin
BRD-K54790157	MCF7	trt_cp	BRD-K54790157__MCF7__trt_cp	trioxsalen
BRD-K90630139	PC3	trt_cp	BRD-K90630139__PC3__trt_cp	butenafine
BRD-K05851096	PC3	trt_cp	BRD-K05851096__PC3__trt_cp	lacidipine
BRD-A12881497	NPC	trt_cp	BRD-A12881497__NPC__trt_cp	serotonin
BRD-K61559475	NPC	trt_cp	BRD-K61559475__NPC__trt_cp	dihydroxymethoxychalcone
BRD-K71013094	MCF7	trt_cp	BRD-K71013094__MCF7__trt_cp	neomycin
BRD-K82261406	NPC	trt_cp	BRD-K82261406__NPC__trt_cp	anisomycin
BRD-K74927006	PC3	trt_cp	BRD-K74927006__PC3__trt_cp	cinnarizine
BRD-A90515964	PC3	trt_cp	BRD-A90515964__PC3__trt_cp	guaifenesin
BRD-K18787491	PHH	trt_cp	BRD-K18787491__PHH__trt_cp	u-0126
BRD-K01188359	HUH7	trt_cp	BRD-K01188359__HUH7__trt_cp	vinblastine
BRD-K46937689	PHH	trt_cp	BRD-K46937689__PHH__trt_cp	antipyrine
BRD-K53342282	MCF7	trt_cp	BRD-K53342282__MCF7__trt_cp	hydrocortisone
BRD-K15108141	MCF7	trt_cp	BRD-K15108141__MCF7__trt_cp	gemcitabine
BRD-K28595280	HUH7	trt_cp	BRD-K28595280__HUH7__trt_cp	meglumine
BRD-A14652656	MCF7	trt_cp	BRD-A14652656__MCF7__trt_cp	bucladesine
BRD-A59303141	MCF7	trt_cp	BRD-A59303141__MCF7__trt_cp	quinethazone
BRD-K83896451	MCF7	trt_cp	BRD-K83896451__MCF7__trt_cp	l-glutamine
BRD-A35258977	HPTEC	trt_cp	BRD-A35258977__HPTEC__trt_cp	mannitol
BRD-A99367815	HUH7	trt_cp	BRD-A99367815__HUH7__trt_cp	fumagillin
BRD-A17655518	HUH7	trt_cp	BRD-A17655518__HUH7__trt_cp	ibuprofen
BRD-K80419150	HUH7	trt_cp	BRD-K80419150__HUH7__trt_cp	debrisoquine
BRD-K94649603	JURKAT	trt_cp	BRD-K94649603__JURKAT__trt_cp	taxifolin
BRD-A80567352	PC3	trt_cp	BRD-A80567352__PC3__trt_cp	aceclidine
BRD-K52256627	NEU	trt_cp	BRD-K52256627__NEU__trt_cp	chlorhexidine
BRD-K67919934	MCF7	trt_cp	BRD-K67919934__MCF7__trt_cp	spironolactone
BRD-K28026280	MCF7	trt_cp	BRD-K28026280__MCF7__trt_cp	simvastatin
BRD-K29733039	PHH	trt_cp	BRD-K29733039__PHH__trt_cp	ridaforolimus
BRD-K65667145	MCF7	trt_cp	BRD-K65667145__MCF7__trt_cp	kinetin
BRD-K46503544	MCF7	trt_cp	BRD-K46503544__MCF7__trt_cp	etoposide
BRD-K97521363	MCF7	trt_cp	BRD-K97521363__MCF7__trt_cp	clorsulon
BRD-K18787491	A549	trt_cp	BRD-K18787491__A549__trt_cp	u-0126
BRD-K39987650	A549	trt_cp	BRD-K39987650__A549__trt_cp	bisacodyl
BRD-A72075775	PC3	trt_cp	BRD-A72075775__PC3__trt_cp	iopromide
BRD-K17849083	HUH7	trt_cp	BRD-K17849083__HUH7__trt_cp	tranilast
BRD-K10961822	HUH7	trt_cp	BRD-K10961822__HUH7__trt_cp	latanoprost
BRD-K76634210	HUH7	trt_cp	BRD-K76634210__HUH7__trt_cp	idoxuridine
BRD-K93460210	HUH7	trt_cp	BRD-K93460210__HUH7__trt_cp	lamotrigine
BRD-A25234499	HUH7	trt_cp	BRD-A25234499__HUH7__trt_cp	aminoglutethimide
BRD-A74980173	HUH7	trt_cp	BRD-A74980173__HUH7__trt_cp	gatifloxacin
BRD-K31333309	PC3	trt_cp	BRD-K31333309__PC3__trt_cp	dantrolene
BRD-K39356024	NEU	trt_cp	BRD-K39356024__NEU__trt_cp	pregnenolone
BRD-K41160163	NEU	trt_cp	BRD-K41160163__NEU__trt_cp	fenobam
BRD-K99984802	PC3	trt_cp	BRD-K99984802__PC3__trt_cp	flunixin
BRD-M02190957	MCF7	trt_cp	BRD-M02190957__MCF7__trt_cp	orciprenaline
BRD-K52237148	MCF7	trt_cp	BRD-K52237148__MCF7__trt_cp	cefazolin
BRD-M79902621	MCF7	trt_cp	BRD-M79902621__MCF7__trt_cp	terbutaline
BRD-K41406082	MCF7	trt_cp	BRD-K41406082__MCF7__trt_cp	sulfapyridine
BRD-A90490067	SKBR3	trt_cp	BRD-A90490067__SKBR3__trt_cp	fulvestrant
BRD-K01493881	A549	trt_cp	BRD-K01493881__A549__trt_cp	apigenin
BRD-A50310035	MCF7	trt_cp	BRD-A50310035__MCF7__trt_cp	misoprostol
BRD-A65818372	MCF7	trt_cp	BRD-A65818372__MCF7__trt_cp	ioversol
BRD-K73947551	PC3	trt_cp	BRD-K73947551__PC3__trt_cp	amifostine
BRD-K21680192	HL60	trt_cp	BRD-K21680192__HL60__trt_cp	mitoxantrone
BRD-K86873305	HUH7	trt_cp	BRD-K86873305__HUH7__trt_cp	piperacillin
BRD-K45149020	MCF7	trt_cp	BRD-K45149020__MCF7__trt_cp	amcinonide
BRD-K90241462	MCF7	trt_cp	BRD-K90241462__MCF7__trt_cp	chlormadinone
BRD-A42699921	MCF7	trt_cp	BRD-A42699921__MCF7__trt_cp	teriflunomide
BRD-K18271114	HUH7	trt_cp	BRD-K18271114__HUH7__trt_cp	furafylline
BRD-K35520305	HUH7	trt_cp	BRD-K35520305__HUH7__trt_cp	dacarbazine
BRD-A33973768	PC3	trt_cp	BRD-A33973768__PC3__trt_cp	scopolamine
BRD-A52997285	PC3	trt_cp	BRD-A52997285__PC3__trt_cp	tetracycline
BRD-A42167015	MCF7	trt_cp	BRD-A42167015__MCF7__trt_cp	carteolol
BRD-A32988684	MCF7	trt_cp	BRD-A32988684__MCF7__trt_cp	heptaminol
BRD-K94848716	PC3	trt_cp	BRD-K94848716__PC3__trt_cp	carbarsone
BRD-K44779798	PC3	trt_cp	BRD-K44779798__PC3__trt_cp	miglitol
BRD-K68584490	NEU	trt_cp	BRD-K68584490__NEU__trt_cp	gamma-butyrolactone
BRD-K08619574	PC3	trt_cp	BRD-K08619574__PC3__trt_cp	thioproperazine
BRD-K44942604	MCF7	trt_cp	BRD-K44942604__MCF7__trt_cp	pentolinium
BRD-A28856712	MCF7	trt_cp	BRD-A28856712__MCF7__trt_cp	tetryzoline
BRD-K08229828	NEU	trt_cp	BRD-K08229828__NEU__trt_cp	mevastatin
BRD-K25210139	NEU	trt_cp	BRD-K25210139__NEU__trt_cp	bietaserpine
BRD-K97799481	MCF7	trt_cp	BRD-K97799481__MCF7__trt_cp	theophylline
BRD-K11469942	MCF7	trt_cp	BRD-K11469942__MCF7__trt_cp	fluticasone
BRD-K89923877	PC3	trt_cp	BRD-K89923877__PC3__trt_cp	scopolamine
BRD-K95391106	PC3	trt_cp	BRD-K95391106__PC3__trt_cp	prednicarbate
BRD-K30618791	PC3	trt_cp	BRD-K30618791__PC3__trt_cp	docetaxel
BRD-K78010432	HPTEC	trt_cp	BRD-K78010432__HPTEC__trt_cp	furosemide
BRD-A35108200	HPTEC	trt_cp	BRD-A35108200__HPTEC__trt_cp	dexamethasone
BRD-A55913614	HUH7	trt_cp	BRD-A55913614__HUH7__trt_cp	primaquine
BRD-A47564106	NPC	trt_cp	BRD-A47564106__NPC__trt_cp	tetrabenazine
BRD-M58473998	MCF7	trt_cp	BRD-M58473998__MCF7__trt_cp	alimemazine
BRD-K32814891	NPC	trt_cp	BRD-K32814891__NPC__trt_cp	reboxetine
BRD-K51143828	NPC	trt_cp	BRD-K51143828__NPC__trt_cp	lurasidone
BRD-K37890730	MCF10A	trt_cp	BRD-K37890730__MCF10A__trt_cp	camptothecin
BRD-K06319591	PC3	trt_cp	BRD-K06319591__PC3__trt_cp	ceforanide
BRD-K57569181	MCF7	trt_cp	BRD-K57569181__MCF7__trt_cp	pentoxifylline
BRD-K99063460	MCF7	trt_cp	BRD-K99063460__MCF7__trt_cp	didanosine
BRD-A45140972	MCF7	trt_cp	BRD-A45140972__MCF7__trt_cp	meclocycline
BRD-K69608737	YAPC	trt_cp	BRD-K69608737__YAPC__trt_cp	tacrolimus
BRD-K01567962	A549	trt_cp	BRD-K01567962__A549__trt_cp	pyrazolanthrone
BRD-A18929998	U937	trt_cp	BRD-A18929998__U937__trt_cp	cytarabine
BRD-K01567962	A375	trt_cp	BRD-K01567962__A375__trt_cp	pyrazolanthrone
BRD-K50128260	MCF7	trt_cp	BRD-K50128260__MCF7__trt_cp	sildenafil
BRD-K97530723	MCF7	trt_cp	BRD-K97530723__MCF7__trt_cp	melatonin
BRD-K82357231	HUH7	trt_cp	BRD-K82357231__HUH7__trt_cp	desloratadine
BRD-K28849549	HUH7	trt_cp	BRD-K28849549__HUH7__trt_cp	mesalazine
BRD-A67097164	HUH7	trt_cp	BRD-A67097164__HUH7__trt_cp	ifosfamide
BRD-K91966436	PC3	trt_cp	BRD-K91966436__PC3__trt_cp	daunorubicin
BRD-K25841245	MCF7	trt_cp	BRD-K25841245__MCF7__trt_cp	pravastatin
BRD-A10977446	PC3	trt_cp	BRD-A10977446__PC3__trt_cp	carvedilol
BRD-K27218697	PC3	trt_cp	BRD-K27218697__PC3__trt_cp	rimexolone
BRD-K10843433	PC3	trt_cp	BRD-K10843433__PC3__trt_cp	phenylbutazone
BRD-A88208128	HPTEC	trt_cp	BRD-A88208128__HPTEC__trt_cp	tetracycline
BRD-K59197931	HUH7	trt_cp	BRD-K59197931__HUH7__trt_cp	naproxen
BRD-A41304429	PC3	trt_cp	BRD-A41304429__PC3__trt_cp	practolol
BRD-K10598093	MCF7	trt_cp	BRD-K10598093__MCF7__trt_cp	hexamethonium
BRD-A45543382	MCF7	trt_cp	BRD-A45543382__MCF7__trt_cp	metrizamide
BRD-K03243820	NPC	trt_cp	BRD-K03243820__NPC__trt_cp	trifluridine
BRD-A77291778	MCF7	trt_cp	BRD-A77291778__MCF7__trt_cp	cyclopentolate
BRD-U88459701	HEPG2	trt_cp	BRD-U88459701__HEPG2__trt_cp	atorvastatin
BRD-K08273968	PC3	trt_cp	BRD-K08273968__PC3__trt_cp	griseofulvin
BRD-A62421304	MCF7	trt_cp	BRD-A62421304__MCF7__trt_cp	mepenzolate
BRD-K11129031	NPC	trt_cp	BRD-K11129031__NPC__trt_cp	gemfibrozil
BRD-A29349577	MCF7	trt_cp	BRD-A29349577__MCF7__trt_cp	dropropizine
BRD-A34255068	YAPC	trt_cp	BRD-A34255068__YAPC__trt_cp	rolipram
BRD-K54997624	YAPC	trt_cp	BRD-K54997624__YAPC__trt_cp	alpelisib
BRD-K62737565	HUH7	trt_cp	BRD-K62737565__HUH7__trt_cp	gabapentin
BRD-A18497530	HT29	trt_cp	BRD-A18497530__HT29__trt_cp	5-iodotubercidin
BRD-A79768653	HPTEC	trt_cp	BRD-A79768653__HPTEC__trt_cp	sirolimus
BRD-A30815329	HUH7	trt_cp	BRD-A30815329__HUH7__trt_cp	felodipine
BRD-K67043667	HUH7	trt_cp	BRD-K67043667__HUH7__trt_cp	altretamine
BRD-A79903587	HUH7	trt_cp	BRD-A79903587__HUH7__trt_cp	tegafur
BRD-M39942365	MCF7	trt_cp	BRD-M39942365__MCF7__trt_cp	xamoterol
BRD-A34578416	MCF7	trt_cp	BRD-A34578416__MCF7__trt_cp	ambrisentan
BRD-K49404994	HUH7	trt_cp	BRD-K49404994__HUH7__trt_cp	levetiracetam
BRD-K87202646	HUH7	trt_cp	BRD-K87202646__HUH7__trt_cp	isoniazid
BRD-A91699651	NEU	trt_cp	BRD-A91699651__NEU__trt_cp	chloroquine
BRD-K82261406	NEU	trt_cp	BRD-K82261406__NEU__trt_cp	anisomycin
BRD-M41783010	PC3	trt_cp	BRD-M41783010__PC3__trt_cp	acamprosate
BRD-A94494639	NPC	trt_cp	BRD-A94494639__NPC__trt_cp	chlorpromazine
BRD-K83896451	A549	trt_cp	BRD-K83896451__A549__trt_cp	l-glutamine
BRD-A48430263	NPC	trt_cp	BRD-A48430263__NPC__trt_cp	pioglitazone
BRD-K48300629	PC3	trt_cp	BRD-K48300629__PC3__trt_cp	zonisamide
BRD-K16606819	PC3	trt_cp	BRD-K16606819__PC3__trt_cp	trimethadione
BRD-K30984264	NEU	trt_cp	BRD-K30984264__NEU__trt_cp	harmine
BRD-K68507560	MCF7	trt_cp	BRD-K68507560__MCF7__trt_cp	dicyclomine
BRD-A55469827	MCF7	trt_cp	BRD-A55469827__MCF7__trt_cp	mephenesin
BRD-K88809146	MCF7	trt_cp	BRD-K88809146__MCF7__trt_cp	tranylcypromine
BRD-A59198242	MCF7	trt_cp	BRD-A59198242__MCF7__trt_cp	viloxazine
BRD-A11170096	PC3	trt_cp	BRD-A11170096__PC3__trt_cp	pravastatin
BRD-K50498985	A375	trt_cp	BRD-K50498985__A375__trt_cp	taladegib
BRD-A67799922	HUH7	trt_cp	BRD-A67799922__HUH7__trt_cp	phenoxybenzamine
BRD-K66412701	HUH7	trt_cp	BRD-K66412701__HUH7__trt_cp	pazufloxacin
BRD-A09722536	MCF7	trt_cp	BRD-A09722536__MCF7__trt_cp	cyclophosphamide
BRD-K32107296	PC3	trt_cp	BRD-K32107296__PC3__trt_cp	temozolomide
BRD-A42153648	PC3	trt_cp	BRD-A42153648__PC3__trt_cp	formestane
BRD-K11433652	HPTEC	trt_cp	BRD-K11433652__HPTEC__trt_cp	acetylsalicylic acid
BRD-K12219985	HUH7	trt_cp	BRD-K12219985__HUH7__trt_cp	glipizide
BRD-A95869247	HUH7	trt_cp	BRD-A95869247__HUH7__trt_cp	indapamide
BRD-K59753975	HUH7	trt_cp	BRD-K59753975__HUH7__trt_cp	vindesine
BRD-A13188892	HUH7	trt_cp	BRD-A13188892__HUH7__trt_cp	doxazosin
BRD-A13122391	MCF7	trt_cp	BRD-A13122391__MCF7__trt_cp	triptolide
BRD-A01320529	HUH7	trt_cp	BRD-A01320529__HUH7__trt_cp	salmeterol
BRD-A23723433	HPTEC	trt_cp	BRD-A23723433__HPTEC__trt_cp	paclitaxel
BRD-K64400208	SHSY5Y	trt_cp	BRD-K64400208__SHSY5Y__trt_cp	fg-9041
BRD-K03194791	NPC	trt_cp	BRD-K03194791__NPC__trt_cp	roflumilast
BRD-K56558538	PC3	trt_cp	BRD-K56558538__PC3__trt_cp	ambroxol
BRD-K70163715	MCF7	trt_cp	BRD-K70163715__MCF7__trt_cp	vatalanib
BRD-K35531059	PC3	trt_cp	BRD-K35531059__PC3__trt_cp	molsidomine
BRD-K01014769	MCF7	trt_cp	BRD-K01014769__MCF7__trt_cp	isoflupredone
BRD-K79224779	MCF7	trt_cp	BRD-K79224779__MCF7__trt_cp	lynestrenol
BRD-K34685430	MCF7	trt_cp	BRD-K34685430__MCF7__trt_cp	methylergometrine
BRD-A90515964	MCF7	trt_cp	BRD-A90515964__MCF7__trt_cp	guaifenesin
BRD-K44495371	MCF7	trt_cp	BRD-K44495371__MCF7__trt_cp	reserpine
BRD-K68867920	NPC	trt_cp	BRD-K68867920__NPC__trt_cp	quetiapine
BRD-K17084514	MCF7	trt_cp	BRD-K17084514__MCF7__trt_cp	diethylstilbestrol
BRD-K72723676	PC3	trt_cp	BRD-K72723676__PC3__trt_cp	benzethonium
BRD-A33070992	PC3	trt_cp	BRD-A33070992__PC3__trt_cp	bacampicillin
BRD-K05111602	MCF7	trt_cp	BRD-K05111602__MCF7__trt_cp	ramipril
BRD-A45664787	PC3	trt_cp	BRD-A45664787__PC3__trt_cp	iloprost
BRD-K73323637	PC3	trt_cp	BRD-K73323637__PC3__trt_cp	levobunolol
BRD-K38775274	HUH7	trt_cp	BRD-K38775274__HUH7__trt_cp	dexamethasone
BRD-K67844266	PHH	trt_cp	BRD-K67844266__PHH__trt_cp	pevonedistat
BRD-A02990301	HUH7	trt_cp	BRD-A02990301__HUH7__trt_cp	lofexidine
BRD-K56699285	MCF7	trt_cp	BRD-K56699285__MCF7__trt_cp	metergoline
BRD-A11132253	MCF7	trt_cp	BRD-A11132253__MCF7__trt_cp	nadide
BRD-A81585303	NPC	trt_cp	BRD-A81585303__NPC__trt_cp	acadesine
BRD-K81647657	NPC	trt_cp	BRD-K81647657__NPC__trt_cp	3-methyladenine
BRD-K47278471	MCF7	trt_cp	BRD-K47278471__MCF7__trt_cp	diphenhydramine
BRD-K95142244	MCF10A	trt_cp	BRD-K95142244__MCF10A__trt_cp	talazoparib
BRD-M98379218	MCF7	trt_cp	BRD-M98379218__MCF7__trt_cp	methylatropine
BRD-K87990216	MCF7	trt_cp	BRD-K87990216__MCF7__trt_cp	piretanide
BRD-K37798499	YAPC	trt_cp	BRD-K37798499__YAPC__trt_cp	etoposide
BRD-K57545991	PC3	trt_cp	BRD-K57545991__PC3__trt_cp	enalapril
BRD-A82892199	PC3	trt_cp	BRD-A82892199__PC3__trt_cp	vitamin e
BRD-A33749298	NPC	trt_cp	BRD-A33749298__NPC__trt_cp	oxyphenbutazone
BRD-K24473282	PC3	trt_cp	BRD-K24473282__PC3__trt_cp	isoprenaline
BRD-K51671335	HUH7	trt_cp	BRD-K51671335__HUH7__trt_cp	levosulpiride
BRD-K64994968	HUH7	trt_cp	BRD-K64994968__HUH7__trt_cp	progesterone
BRD-K40758068	HUH7	trt_cp	BRD-K40758068__HUH7__trt_cp	efavirenz
BRD-K21283037	NPC	trt_cp	BRD-K21283037__NPC__trt_cp	riluzole
BRD-K72903603	PC3	trt_cp	BRD-K72903603__PC3__trt_cp	zidovudine
BRD-A61304759	MCF7	trt_cp	BRD-A61304759__MCF7__trt_cp	tanespimycin
BRD-A18696154	HUH7	trt_cp	BRD-A18696154__HUH7__trt_cp	idazoxan
BRD-K22031190	HUH7	trt_cp	BRD-K22031190__HUH7__trt_cp	diflunisal
BRD-A14395271	HUH7	trt_cp	BRD-A14395271__HUH7__trt_cp	mesoridazine
BRD-K75295174	PHH	trt_cp	BRD-K75295174__PHH__trt_cp	alisertib
BRD-K79602928	MCF7	trt_cp	BRD-K79602928__MCF7__trt_cp	metformin
BRD-K50859149	PC3	trt_cp	BRD-K50859149__PC3__trt_cp	sulfisoxazole
BRD-K20075662	PC3	trt_cp	BRD-K20075662__PC3__trt_cp	betazole
BRD-K52431530	PC3	trt_cp	BRD-K52431530__PC3__trt_cp	josamycin
BRD-K55468218	NPC	trt_cp	BRD-K55468218__NPC__trt_cp	spiperone
BRD-K58746048	MCF7	trt_cp	BRD-K58746048__MCF7__trt_cp	flurandrenolide
BRD-K03067624	HEPG2	trt_cp	BRD-K03067624__HEPG2__trt_cp	emetine
BRD-K92093830	MCF10A	trt_cp	BRD-K92093830__MCF10A__trt_cp	doxorubicin
BRD-K46503544	PC3	trt_cp	BRD-K46503544__PC3__trt_cp	etoposide
BRD-A43809092	MCF7	trt_cp	BRD-A43809092__MCF7__trt_cp	clobutinol
BRD-K71451869	PC3	trt_cp	BRD-K71451869__PC3__trt_cp	halcinonide
BRD-A17828570	MCF7	trt_cp	BRD-A17828570__MCF7__trt_cp	fulvestrant
BRD-A69512159	HUH7	trt_cp	BRD-A69512159__HUH7__trt_cp	carbidopa
BRD-K17016787	HUH7	trt_cp	BRD-K17016787__HUH7__trt_cp	estriol
BRD-K12539581	NPC	trt_cp	BRD-K12539581__NPC__trt_cp	nocodazole
BRD-K13387373	MCF7	trt_cp	BRD-K13387373__MCF7__trt_cp	thonzonium
BRD-K07612980	MCF7	trt_cp	BRD-K07612980__MCF7__trt_cp	sparfloxacin
BRD-K30984264	A549	trt_cp	BRD-K30984264__A549__trt_cp	harmine
BRD-A59198242	PC3	trt_cp	BRD-A59198242__PC3__trt_cp	viloxazine
BRD-K89375097	HUH7	trt_cp	BRD-K89375097__HUH7__trt_cp	pirenzepine
BRD-K76674262	HT29	trt_cp	BRD-K76674262__HT29__trt_cp	omacetaxine mepesuccinate
BRD-K74741811	PC3	trt_cp	BRD-K74741811__PC3__trt_cp	norgestrel
BRD-K79199004	PC3	trt_cp	BRD-K79199004__PC3__trt_cp	stanozolol
BRD-K81473043	NPC	trt_cp	BRD-K81473043__NPC__trt_cp	tanespimycin
BRD-K82624463	PC3	trt_cp	BRD-K82624463__PC3__trt_cp	prednisone
BRD-K08248804	MCF10A	trt_cp	BRD-K08248804__MCF10A__trt_cp	lcl-161
BRD-K60623809	NPC	trt_cp	BRD-K60623809__NPC__trt_cp	su-11652
BRD-K98530306	NEU	trt_cp	BRD-K98530306__NEU__trt_cp	clonidine
BRD-K80110068	MCF7	trt_cp	BRD-K80110068__MCF7__trt_cp	cortisone
BRD-K84937637	A549	trt_cp	BRD-K84937637__A549__trt_cp	sirolimus
BRD-K01567962	PC3	trt_cp	BRD-K01567962__PC3__trt_cp	pyrazolanthrone
BRD-K31283835	YAPC	trt_cp	BRD-K31283835__YAPC__trt_cp	tofacitinib
BRD-K50691590	PC3	trt_cp	BRD-K50691590__PC3__trt_cp	bortezomib
BRD-K67783091	HUH7	trt_cp	BRD-K67783091__HUH7__trt_cp	haloperidol
BRD-K02079473	HUH7	trt_cp	BRD-K02079473__HUH7__trt_cp	oxatomide
BRD-A69927616	NPC	trt_cp	BRD-A69927616__NPC__trt_cp	isradipine
BRD-A79803969	PC3	trt_cp	BRD-A79803969__PC3__trt_cp	memantine
BRD-K62200014	HUH7	trt_cp	BRD-K62200014__HUH7__trt_cp	anagrelide
BRD-A19795905	HUH7	trt_cp	BRD-A19795905__HUH7__trt_cp	atovaquone
BRD-A47598013	HUH7	trt_cp	BRD-A47598013__HUH7__trt_cp	citalopram
BRD-A91699651	HUH7	trt_cp	BRD-A91699651__HUH7__trt_cp	chloroquine
BRD-K08316444	HT29	trt_cp	BRD-K08316444__HT29__trt_cp	rotenone
BRD-K57773246	MCF7	trt_cp	BRD-K57773246__MCF7__trt_cp	colistin
BRD-K04949373	PC3	trt_cp	BRD-K04949373__PC3__trt_cp	parthenolide
BRD-M09350392	MCF7	trt_cp	BRD-M09350392__MCF7__trt_cp	debrisoquine
BRD-K08316444	PHH	trt_cp	BRD-K08316444__PHH__trt_cp	rotenone
BRD-K65928735	MCF10A	trt_cp	BRD-K65928735__MCF10A__trt_cp	azd-1480
BRD-K62374253	MCF7	trt_cp	BRD-K62374253__MCF7__trt_cp	rufloxacin
