pert_id	drug_id	moa
BRD-A08715367	theanine	
BRD-A12237696	citrulline	
BRD-K05674516	sofosbuvir	
BRD-K25075681	meclinertant	
BRD-K25835157	cerdulatinib	
BRD-K27853494	phenylpropanolamine	
BRD-K62277907	sarsagenin	
BRD-K71822263	d-serine	
BRD-K81647657	3-methyladenine	
BRD-K82244583	binimetinib	
BRD-K87737963	momelotinib	
BRD-K89464729	gsk-269962a	
BRD-K92041145	6-o-benzylguanine	
BRD-K92073408	norethisterone	
BRD-K97101532	tezacaftor	
BRD-K32795028	1-benzylimidazole	
BRD-K74430258	1,2-dichlorobenzene	
BRD-K63784565	10-hydroxycamptothecin	
BRD-K44408410	2-methoxyestradiol	
BRD-K21910317	2,4-dinitrophenol	
BRD-K24689407	3-bromo-7-nitroindazole	
BRD-K37846922	3,3'-diindolylmethane	
BRD-K04430056	7-nitroindazole	
BRD-K27406233	l-acetylleucine	
BRD-K59058747	acetylcysteine	
BRD-K67174965	acetylcysteine	
BRD-A09062839	amylocaine	
BRD-A63236097	andrographolide	
BRD-K20001883	apabetalone	
BRD-K64178227	pyruvic acid	
BRD-K08287586	butylparaben	
BRD-K08111712	chloramphenicol	
BRD-K22969690	chloramphenicol	
BRD-A51182606	chloramphenicol	
BRD-K89595132	chlorpheniramine	
BRD-A04553218	chlorpheniramine	
BRD-A09073503	chlorpromazine	
BRD-K40367460	chlorpromazine	
BRD-A94494639	chlorpromazine	
BRD-K89997465	chlorpromazine	
BRD-K51073125	chlorpromazine	
BRD-K59058766	chlorprothixene	
BRD-K81091703	chlorprothixene	
BRD-A26384407	chlorthalidone	
BRD-K49668410	clarithromycin	
BRD-K16762525	clarithromycin	
BRD-K73589401	corticosterone	
BRD-K29731656	corticosterone	
BRD-K47000838	cytochalasin b	
BRD-K26664453	cytochalasin b	
BRD-K30697463	desoximetasone	
BRD-A49447682	desoximetasone	
BRD-K07265709	dexrazoxane	
BRD-K24053527	dextromethorphan	
BRD-K33211335	dextromethorphan	
BRD-A27143604	nadide	
BRD-K45330754	diethylstilbestrol	
BRD-K17084514	diethylstilbestrol	
BRD-K97440753	dihydroergocristine	
BRD-A65076780	dihydroergocristine	
BRD-A44701612	dihydroergocristine	
BRD-K72166146	dihydroergotamine	
BRD-M19787235	dihydroergotamine	
BRD-A54845972	dihydroergotamine	
BRD-M15413738	dihydrostreptomycin	
BRD-A54236247	racephedrine	
BRD-K50660797	epicatechin	
BRD-K19216856	epigallocatechin	
BRD-A53131506	epitestosterone	
BRD-K25836724	epitestosterone	
BRD-K88969189	ethinylestradiol	
BRD-A56470328	fludrocortisone	
BRD-K00824317	flurandrenolide	
BRD-A49765801	flurandrenolide	
BRD-K13027675	fluorometholone	
BRD-A13133631	fluorometholone	
BRD-K24255045	fluoxymesterone	
BRD-A21490874	fluoxymesterone	
BRD-A86044036	flurbiprofen	
BRD-K13005598	foxy-5	
BRD-K76674262	omacetaxine mepesuccinate	
BRD-A24643465	omacetaxine mepesuccinate	
BRD-K62627508	idasanutlin	
BRD-K01815685	indole-3-carbinol	
BRD-K33583600	isoliquiritigenin	
BRD-K82681249	js-k	
BRD-K33141550	n-omega-nitro-l-arginine methyl ester	
BRD-K69236721	lumacaftor	
BRD-K88741031	methyl 2,5-dihydroxycinnamate	
BRD-K34685430	methylergometrine	
BRD-A63667919	methylergometrine	
BRD-K05831461	l-acetylleucine	
BRD-K88625236	nonoxynol-9	
BRD-K39981244	norepinephrine	
BRD-K87349682	norepinephrine	
BRD-A91555231	norepinephrine	
BRD-A39415247	norethisterone	
BRD-K42805893	osimertinib	
BRD-K50817623	pancuronium	
BRD-K67844266	pevonedistat	
BRD-K99498722	plinabulin	
BRD-K60507178	podofilox	
BRD-K47869605	podofilox	
BRD-A16746338	podofilox	
BRD-K21361524	selinexor	
BRD-K11215326	tazemetostat	
BRD-A28856712	tetryzoline	
BRD-K26619122	thiocolchicoside	
BRD-A11605036	thiocolchicoside	
BRD-K38310698	troleandomycin	
BRD-K59469039	tyrphostin ag 879	
BRD-K62391742	venetoclax	
BRD-K93442924	vorapaxar	
BRD-K28761384	zuclopenthixol	
BRD-K00198051	zuclopenthixol	
BRD-K78364995	cefotaxime	
BRD-K43230258	crisaborole	
BRD-A56621826	oxytetracycline	
BRD-K23586533	clindamycin	
BRD-A86619021	andrographolide	
BRD-K94979336	3-isobutyl-1-methyl-7h-xanthine	
BRD-M07056525	choline	
BRD-A50311610	meclizine	CAR agonist
BRD-K43002773	ipatasertib	Akt inhibitor
BRD-K70301465	ibrutinib	BTK inhibitor
BRD-K45293975	7-hydroxystaurosporine	CDK inhibitor
BRD-K45293975	7-hydroxystaurosporine	CHK inhibitor
BRD-K65503129	cct-018159	HSP inhibitor
BRD-K42828737	sunitinib	KIT inhibitor
BRD-A12230535	nutlin-3	MDM inhibitor
BRD-K64538373	ro-4987655	MEK inhibitor
BRD-K45293975	7-hydroxystaurosporine	PKC inhibitor
BRD-A67373739	aica ribonucleotide	AMPK activator
BRD-K42828737	sunitinib	FLT3 inhibitor
BRD-K12184916	dactolisib	MTOR inhibitor
BRD-K12184916	dactolisib	PI3K inhibitor
BRD-K42828737	sunitinib	PDGFR inhibitor
BRD-K42828737	sunitinib	VEGFR inhibitor
BRD-K30577245	docetaxel	Tubulin inhibitor
BRD-K78659596	ixazomib	Proteasome inhibitor
BRD-K04548931	epirubicin	Topoisomerase inhibitor
BRD-K00312224	podofilox	Estrogen receptor agonist
BRD-A18497530	5-iodotubercidin	Adenosine kinase inhibitor
BRD-K75844781	m-chlorophenylpiperazine	Serotonin receptor agonist
BRD-M66874015	quetiapine	Dopamine receptor antagonist
BRD-K42828737	sunitinib	RET tyrosine kinase inhibitor
BRD-M66874015	quetiapine	Serotonin receptor antagonist
BRD-K30421593	timolol	Adrenergic receptor antagonist
BRD-K16037980	z-160	N-type calcium channel blocker
BRD-K19796430	sonidegib	Smoothened receptor antagonist
BRD-K07954936	2-iminobiotin	Nitric oxide synthase inhibitor
BRD-A79431551	3-deazaadenosine	Adenosylhomocysteinase inhibitor
BRD-K48619321	methscopolamine	Acetylcholine receptor antagonist
BRD-A47449001	ipratropium	Acetylcholine receptor antagonist
BRD-K43305603	rocuronium	Acetylcholine receptor antagonist
BRD-A55424491	methotrexate	Dihydrofolate reductase inhibitor
BRD-A43673346	clindamycin	
BRD-K53229386	hesperidin	
BRD-A49035384	metacycline	
BRD-K06181161	pentoxyverine	
BRD-K11640013	sulfamethazine	
BRD-K17498618	atracurium	
BRD-K19477839	sgx-523	
BRD-K38055836	etamivan	
BRD-K43736954	cortisone	
BRD-K46523383	pramocaine	
BRD-K47878171	bephenium	
BRD-K54028654	trehalose	
BRD-K56940463	oxetacaine	
BRD-K67261995	iodipamide	
BRD-K71125014	sulfadimethoxine	
BRD-K73391359	quinisocaine	
BRD-K75360161	protionamide	
BRD-K79092138	nitrofural	
BRD-K79145749	dibenzepin	
BRD-K82522873	n-6022	
BRD-K83896451	l-glutamine	
BRD-K84892605	iowh-032	
BRD-K91733562	secoisolariciresinol	
BRD-K94353609	fluocinolone	
BRD-K99984802	flunixin	
BRD-A95032015	abacavir	
BRD-K91623615	abt-751	
BRD-A95696820	acadesine	
BRD-A81585303	acadesine	
BRD-M41783010	acamprosate	
BRD-K68075732	esatenolol	
BRD-K37814297	acepromazine	
BRD-K87070823	acetamide	
BRD-K52960356	acetohexamide	
BRD-K82381502	acetylcholine	
BRD-K63736853	acipimox	
BRD-K32318651	acyclovir	
BRD-K40718343	aee-788	
BRD-A48300215	ajmaline	
BRD-K96029467	alagebrium	
BRD-K79131256	albendazole	
BRD-A13711138	alcuronium	
BRD-A96407378	allantoin	
BRD-A82892199	vitamin e	
BRD-K67043667	altretamine	
BRD-K89055274	alverine	
BRD-M94527406	amantadine	
BRD-K70330367	amantadine	
BRD-K21728777	amg-900	
BRD-K73947551	amifostine	
BRD-A30051119	amikacin	
BRD-K88043978	amikacin	
BRD-K29530284	amlexanox	
BRD-A37390343	amorolfine	
BRD-K68432770	ampicillin	
BRD-A16754160	ampicillin	
BRD-K47827687	amprenavir	
BRD-K49060658	anethole	
BRD-A75305484	anidulafungin	
BRD-K82261406	anisomycin	
BRD-K91370081	anisomycin	
BRD-K12057390	apigenin	
BRD-K01493881	apigenin	
BRD-A61486721	apramycin	
BRD-K87278688	armodafinil	
BRD-K39621635	artemether	
BRD-K79759031	artesunate	
BRD-K17944737	artesunate	
BRD-A47829399	artesunate	
BRD-A70514680	articaine	
BRD-A66199457	asiaticoside	
BRD-K06542892	asp-3026	
BRD-K09757388	atazanavir	
BRD-K39252998	atipamezole	
BRD-A19795905	atovaquone	
BRD-A38161572	atovaquone	
BRD-A84493640	atovaquone	
BRD-A75935363	atracurium	
BRD-K45995181	auranofin	
BRD-A79465854	auranofin	
BRD-K83720053	avagacestat	
BRD-K67901620	avasimibe	
BRD-K45861246	azaperone	
BRD-K83186168	azd-1981	
BRD-K28392481	azd-4547	
BRD-K34801930	azd-5069	
BRD-K31495718	azd-7687	
BRD-K37687095	azd-8330	
BRD-K73794685	azithromycin	
BRD-K74501079	azithromycin	
BRD-K73437736	azlocillin	
BRD-K62607865	aztreonam	
BRD-K12437696	aztreonam	
BRD-A33070992	bacampicillin	
BRD-K47976015	balapiravir	
BRD-K25361343	batimastat	
BRD-K82818427	batimastat	
BRD-K85030058	benactyzine	
BRD-K17068645	bendamustine	
BRD-A42423104	benproperine	
BRD-K11717138	benzbromarone	
BRD-K75466013	benzocaine	
BRD-K04368295	benzofuran	
BRD-A55748233	benzoin	
BRD-K28542495	benzydamine	
BRD-K76133116	benzydamine	
BRD-K55191674	benzylpenicillin	
BRD-A91008255	bepridil	
BRD-K12968785	bergapten	
BRD-A17555397	beta-alanine	
BRD-K74225533	beta carotene	
BRD-A09495397	bicuculline	
BRD-K25210139	bietaserpine	
BRD-A94543220	bifonazole	
BRD-K89210380	biotin	
BRD-K63899271	biotin	
BRD-K39987650	bisacodyl	
BRD-K39120595	bithionol	
BRD-K33245965	bms-833923	
BRD-K49669424	bretylium	
BRD-A63675168	brivudine	
BRD-K47631482	bromhexine	
BRD-K17500877	bropirimine	
BRD-K79095980	broxuridine	
BRD-K23301018	broxyquinoline	
BRD-K36660044	bufexamac	
BRD-A01636364	bupivacaine	
BRD-K23204545	busulfan	
BRD-K99622919	butacaine	
BRD-K27217864	butamben	
BRD-K90630139	butenafine	
BRD-A16665823	butoconazole	
BRD-K68584490	gamma-butyrolactone	
BRD-K06858286	cabazitaxel	
BRD-K80684056	cantharidin	
BRD-K54208592	carbaryl	
BRD-K94848716	carbarsone	
BRD-K61559475	dihydroxymethoxychalcone	
BRD-K21670884	cariporide	
BRD-K03600606	cianidanol	
BRD-A61899133	cianidanol	
BRD-K45746021	cc-401	
BRD-K20338176	cefaclor	
BRD-K87116849	cefalotin	
BRD-M47937986	cefatrizine	
BRD-K52237148	cefazolin	
BRD-A65282128	cefazolin	
BRD-K52735702	cefdinir	
BRD-K15766189	cefdinir	
BRD-K03012696	cefdinir	
BRD-A12077521	cefepime	
BRD-K58662656	cefepime	
BRD-K04993501	cefixime	
BRD-K71059170	cefixime	
BRD-K54283240	cefixime	
BRD-K48470486	cefmetazole	
BRD-K02292852	cefoperazone	
BRD-K06319591	ceforanide	
BRD-K37848908	ceforanide	
BRD-A67981824	cefotaxime	
BRD-K76018977	cefotaxime	
BRD-K91289464	cefotetan	
BRD-A78723049	cefotetan	
BRD-K21815137	cefotiam	
BRD-K02275692	cefotiam	
BRD-K70976396	cefoxitin	
BRD-K46970505	cefozopran	
BRD-A87387433	cefpodoxime	
BRD-A85137183	cefprozil	
BRD-K81001086	cefsulodin	
BRD-K59935627	ceftazidime	
BRD-K63641886	cefuroxime	
BRD-A76746748	cefuroxime	
BRD-K37187815	cefuroxime	
BRD-K90733503	cephalexin	
BRD-K28210218	cefalotin	
BRD-K96194081	cepharanthine	
BRD-K87904882	chelerythrine	
BRD-K29458283	chlorambucil	
BRD-K52256627	chlorhexidine	
BRD-K90241462	chlormadinone	
BRD-K88785477	chloroform	
BRD-A91699651	chloroquine	
BRD-K17075857	chloroxine	
BRD-K17223896	chloroxylenol	
BRD-A39210489	chlortetracycline	
BRD-A41555725	chlortetracycline	
BRD-A83695761	chromanol	
BRD-K22861715	chrysin	
BRD-K58736316	cianidanol	
BRD-K89046952	cyclacillin	
BRD-A54537387	cinchonidine	
BRD-K72915123	cinchophen	
BRD-K46839850	cinepazide	
BRD-K14704277	cinoxacin	
BRD-K04804440	ciprofloxacin	
BRD-A57957888	citiolone	
BRD-K04704168	clemizole	
BRD-A61676498	climbazole	
BRD-A93964801	clinafloxacin	
BRD-A52252998	clindamycin	
BRD-A23034328	clindamycin	
BRD-K09255212	clioquinol	
BRD-A43809092	clobutinol	
BRD-K56614220	clofazimine	
BRD-K02900412	clofoctol	
BRD-K15567837	clopamide	
BRD-A80908310	cloperastine	
BRD-K97521363	clorsulon	
BRD-K10990317	clothiapine	
BRD-K23933163	cloxacillin	
BRD-K01244426	cloxacillin	
BRD-K03390685	cobimetinib	
BRD-K57773246	colistin	
BRD-K65428967	cordycepin	
BRD-K80110068	cortisone	
BRD-A62731508	cortisone	
BRD-K23913458	coumarin	
BRD-K56940914	cresol	
BRD-K57179821	crotamiton	
BRD-K13240564	crotamiton	
BRD-A27370296	cyclandelate	
BRD-A41250306	cyclopenthiazide	
BRD-A77291778	cyclopentolate	
BRD-K53226837	cycloserine	
BRD-K35520305	dacarbazine	
BRD-K42095107	daidzein	
BRD-K35589454	danegaptide	
BRD-K17823458	danoprevir	
BRD-K10065684	dantron	
BRD-K35723520	darinaparsin	
BRD-K02943813	dasabuvir	
BRD-K80419150	debrisoquine	
BRD-M09350392	debrisoquine	
BRD-K23623876	perflubutane	
BRD-A64125466	dehydrocholic acid	
BRD-K85833139	prasterone	
BRD-K59325863	delanzomib	
BRD-A34145622	demeclocycline	
BRD-A72130500	demeclocycline	
BRD-A75368507	demeclocycline	
BRD-A75402480	desoxycortone	
BRD-K77685957	dequalinium	
BRD-K39462424	dexchlorpheniramine	
BRD-K44309363	dexniguldipine	
BRD-K62326629	dichlorophen	
BRD-K23779958	dichlorvos	
BRD-A06426627	diclazuril	
BRD-K05673000	dicloxacillin	
BRD-K94080537	diethyltoluamide	
BRD-K18518344	digitoxigenin	
BRD-K92923799	digitoxigenin	
BRD-K18619710	digoxigenin	
BRD-K55113501	digoxigenin	
BRD-K10974103	diloxanide	
BRD-K22193694	dioxybenzone	
BRD-A30693873	diperodon	
BRD-K51730347	diphencyprone	
BRD-K47608922	dipyrocetyl	
BRD-K52756523	dirithromycin	
BRD-K64400208	fg-9041	
BRD-K85266041	fg-9041	
BRD-K39965020	doconexent	
BRD-K05524748	dronedarone	
BRD-A29349577	dropropizine	
BRD-K14658796	drotaverine	
BRD-K72259270	dyclonine	
BRD-K50564936	e-2012	
BRD-K29359156	ebselen	
BRD-K03353589	ecabet	
BRD-A51820102	econazole	
BRD-K35458079	edaravone	
BRD-K86892782	edoxudine	
BRD-K37355418	efaproxiral	
BRD-K54472332	elvitegravir	
BRD-K61452026	emtricitabine	
BRD-K78113049	enoxacin	
BRD-K76534306	enrofloxacin	
BRD-K08206212	entecavir	
BRD-A13982089	ephedrine	
BRD-A98431941	ephedrine	
BRD-A39268308	epibatidine	
BRD-K36270037	esculin	
BRD-A99411506	esculin	
BRD-M72681210	physostigmine	
BRD-A70858459	estramustine	
BRD-K71055333	etamsylate	
BRD-K96042922	etanidazole	
BRD-K54556307	ethambutol	
BRD-A74500471	ethambutol	
BRD-K51207550	ethionamide	
BRD-K56792340	ethoxyquin	
BRD-K32977963	eugenol	
BRD-K45033733	famciclovir	
BRD-A08255417	famprofazone	
BRD-A49622760	faropenem	
BRD-K04264130	favipiravir	
BRD-K18157228	5-fluoro-2'-deoxycytidine	
BRD-K91740057	felbinac	
BRD-A71033472	fendiline	
BRD-K84566043	fenpiverinium	
BRD-K26739552	fenspiride	
BRD-K67217586	fenthion	
BRD-A33697453	fenticonazole	
BRD-K07160047	fiacitabine	
BRD-K57371763	fidaxomicin	
BRD-K37688416	fipexide	
BRD-K47639036	flavoxate	
BRD-K61717546	fleroxacin	
BRD-K11298197	florfenicol	
BRD-K73088654	floxuridine	
BRD-K47832606	floxuridine	
BRD-A80638690	floxuridine	
BRD-A60052764	flucloxacillin	
BRD-A13650332	flucloxacillin	
BRD-K82143716	flucytosine	
BRD-A69777949	flumequine	
BRD-K81774264	flumethasone	
BRD-K34817515	fluocinolone	
BRD-K57886322	fluocinonide	
BRD-K47036706	fluocinonide	
BRD-K31611373	fluprostenol	
BRD-K58746048	flurandrenolide	
BRD-A00218260	flutrimazole	
BRD-K59110290	fosamprenavir	
BRD-K48461310	fosfomycin	
BRD-A67514145	furaltadone	
BRD-A35713041	furaltadone	
BRD-K11756522	furazolidone	
BRD-A71157293	fursultiamine	
BRD-K43106192	gallamine	
BRD-A52922642	gallopamil	
BRD-K28217197	ganaxolone	
BRD-K22662435	ganciclovir	
BRD-A74980173	gatifloxacin	
BRD-K81981783	gavestinel	
BRD-K49890030	gavestinel	
BRD-K92015269	gbr-12783	
BRD-K34034388	gbr-12783	
BRD-K68938568	gdc-0152	
BRD-A40787240	gemifloxacin	
BRD-M10279501	gentamicin	
BRD-A94702766	ginkgolide a	
BRD-A65550283	ginsenosides	
BRD-K34341643	glasdegib	
BRD-K70131229	glucosamine	
BRD-K73866522	glycerin	
BRD-K24943235	grazoprevir	
BRD-K08273968	griseofulvin	
BRD-K12423485	griseofulvin	
BRD-U24835547	gsk-1059615	
BRD-K02708799	gsk-1059615	
BRD-K06750613	gsk-1059615	
BRD-K60341624	gsk-1292263	
BRD-K37590257	gsk-256066	
BRD-K49215523	gsk-2636771	
BRD-K89015388	gsk-923295	
BRD-K96282009	guaiacol	
BRD-A90515964	guaifenesin	
BRD-K67847053	guanabenz	
BRD-K62676709	guanethidine	
BRD-M18219129	guanethidine	
BRD-K01980392	guvacine	
BRD-A51964809	halofantrine	
BRD-K13238168	haloprogin	
BRD-A32988684	heptaminol	
BRD-K30553453	hesperetin	
BRD-K93633846	hesperidin	
BRD-K38903228	hesperidin	
BRD-K99792991	hexachlorophene	
BRD-K10598093	hexamethonium	
BRD-A18605525	hexetidine	
BRD-K99946902	hexylresorcinol	
BRD-A34751532	homosalate	
BRD-K50406511	hycanthone	
BRD-A77722753	hydralazine	
BRD-A37444045	hydralazine	
BRD-A06390036	hydroquinidine	
BRD-A78295502	hydroquinine	
BRD-K04809113	hydroxytyrosol	
BRD-K39330046	hyoscyamine	
BRD-K40530731	hyoscyamine	
BRD-A78303415	hyoscyamine	
BRD-K29673530	hypericin	
BRD-A06210771	icariin	
BRD-K65639003	icariin	
BRD-K37516142	idebenone	
BRD-A85439007	idoxuridine	
BRD-K76634210	idoxuridine	
BRD-K51662849	ilomastat	
BRD-A78195072	imexon	
BRD-K42870217	imipenem	
BRD-K74057757	indibulin	
BRD-A28787076	inosine	
BRD-K43860855	iobenguane	
BRD-A08660406	iodixanol	
BRD-K75855670	diiodohydroxyquinoline	
BRD-A60217728	iohexol	
BRD-K75868704	iopamidol	
BRD-A72075775	iopromide	
BRD-A65818372	ioversol	
BRD-K93618743	ipriflavone	
BRD-K88568253	iproniazid	
BRD-A93353767	isoconazole	
BRD-A24587114	isoetharine	
BRD-K05737787	isoeugenol	
BRD-M59543297	isometheptene	
BRD-K31616564	isosorbide	
BRD-K47178855	isosorbide	
BRD-A23067620	itraconazole	
BRD-A34817987	itraconazole	
BRD-K24652731	ivermectin	
BRD-A48570745	ivermectin	
BRD-K25837718	josamycin	
BRD-K52431530	josamycin	
BRD-K08327065	kanamycin	
BRD-K02898090	kifunensine	
BRD-K65667145	kinetin	
BRD-K96134740	kitasamycin	
BRD-K02992638	lamivudine	
BRD-K10207760	lasalocid	
BRD-A72711497	lasalocid	
BRD-K40831222	latamoxef	
BRD-K66707493	lawsone	
BRD-K08248804	lcl-161	
BRD-K05446112	ledipasvir	
BRD-K03289534	lersivirine	
BRD-K94288301	letermovir	
BRD-A75919782	leucovorin	
BRD-K73107279	levamisole	
BRD-K09471561	levofloxacin	
BRD-A54635441	levopropoxyphene	
BRD-K62996583	lidoflazine	
BRD-K49384696	lincomycin	
BRD-K72922393	linsidomine	
BRD-A05334458	lisofylline	
BRD-K66937583	lodoxamide	
BRD-A75850590	lomefloxacin	
BRD-K62858456	lomerizine	
BRD-K51768138	lomustine	
BRD-K96670504	lonidamine	
BRD-K78513633	lonidamine	
BRD-K99451608	lopinavir	
BRD-K28935038	loracarbef	
BRD-A43082555	loxoprofen	
BRD-A71774530	lufenuron	
BRD-K71058253	luliconazole	
BRD-K05236810	luteolin	
BRD-K78055238	ly-2090314	
BRD-K04993719	ly-2334737	
BRD-K94534639	ly-2811376	
BRD-K17203476	ly-2874455	
BRD-K17953908	ly-2886721	
BRD-A76229785	lymecycline	
BRD-K79224779	lynestrenol	
BRD-A01976766	malathion	
BRD-A35258977	mannitol	
BRD-K71926323	marbofloxacin	
BRD-K59524082	maribavir	
BRD-K77987382	mebendazole	
BRD-M45580279	mebhydrolin	
BRD-K41051431	amdinocillin	
BRD-A45140972	meclocycline	
BRD-K10314788	meclofenoxate	
BRD-K40645748	mefloquine	
BRD-A89585551	mefloquine	
BRD-K28595280	meglumine	
BRD-K99338088	melengestrol	
BRD-K87827419	melphalan	
BRD-A08200164	melphalan	
BRD-K78126613	menadione	
BRD-A62421304	mepenzolate	
BRD-A55469827	mephenesin	
BRD-K18194590	mephentermine	
BRD-M61872305	mephentermine	
BRD-A03216249	mepivacaine	
BRD-A02710418	meptazinol	
BRD-A21072306	merbromin	
BRD-K91601245	mercaptopurine	
BRD-K69726595	mericitabine	
BRD-K01612348	meropenem	
BRD-K74615293	meropenem	
BRD-K96253961	metaraminol	
BRD-A94709349	metaxalone	
BRD-K79602928	metformin	
BRD-K09859624	methantheline	
BRD-K30114692	methenamine	
BRD-M98379218	methylatropine	
BRD-K78321730	methylparaben	
BRD-K58265391	meticrane	
BRD-A45543382	metrizamide	
BRD-A82396632	miconazole	
BRD-K00532621	midazolam	
BRD-A31811760	miltefosine	
BRD-A41020680	minocycline	
BRD-A69651145	minocycline	
BRD-K18850819	mk-0752	
BRD-K55375480	monensin	
BRD-K11590034	morin	
BRD-K57291914	moroxydine	
BRD-K61988078	moxidectin	
BRD-K66615216	moxifloxacin	
BRD-K81144366	moxisylyte	
BRD-K15262564	mupirocin	
BRD-A11132253	nadide	
BRD-A24397426	nadifloxacin	
BRD-K06674495	nafamostat	
BRD-K30682080	nafcillin	
BRD-A67862938	naftidrofuryl	
BRD-K74141488	naftifine	
BRD-K43813806	naftifine	
BRD-A01787639	naftopidil	
BRD-K77641333	naphazoline	
BRD-K02953697	naringin	
BRD-K38287497	narlaprevir	
BRD-A78877355	nefopam	
BRD-K84466663	nelarabine	
BRD-K71013094	neomycin	
BRD-K79989959	nesbuvir	
BRD-K12102668	nialamide	
BRD-A86871940	nicaraven	
BRD-K97752965	nicorandil	
BRD-K32311154	nifekalant	
BRD-K47407372	nifenazone	
BRD-K68188368	nifuroxazide	
BRD-K26104851	nifuroxazide	
BRD-A00100033	nifurtimox	
BRD-K91544578	nikethamide	
BRD-K53123955	niridazole	
BRD-K96471533	nitazoxanide	
BRD-K53815609	nitrofural	
BRD-K76927775	nitrofurantoin	
BRD-K84011460	nizofenone	
BRD-K12539581	nocodazole	
BRD-K11196887	norfloxacin	
BRD-K74741811	norgestrel	
BRD-A14886633	norgestrel	
BRD-A50928468	norgestrel	
BRD-K85307935	novobiocin	
BRD-K74371986	nsi-189	
BRD-A56702968	nystatin	
BRD-A14240607	octopamine	
BRD-A24228527	ofloxacin	
BRD-K92303087	oglemilast	
BRD-K83144676	olmesartan	
BRD-K86972824	oltipraz	
BRD-K43786866	opipramol	
BRD-A36331462	oprozomib	
BRD-K67068943	ore-1001	
BRD-A42759514	ornidazole	
BRD-A53576514	orphenadrine	
BRD-K96786677	oxacillin	
BRD-K66019333	oxantel	
BRD-M41106164	oxantel	
BRD-A33447119	oxfendazole	
BRD-K56104152	oxiconazole	
BRD-K23369905	oxiconazole	
BRD-K88538023	oxiconazole	
BRD-K42596464	oxolamine	
BRD-K59037100	oxybenzone	
BRD-K04185004	oxybuprocaine	
BRD-A33749298	oxyphenbutazone	
BRD-K66808046	oxyquinoline	
BRD-A22740840	oxytetracycline	
BRD-K87210992	pancuronium	
BRD-A84134924	pancuronium	
BRD-K40992116	parachlorophenol	
BRD-A99314711	paromomycin	
BRD-A66395008	parthenolide	
BRD-K98548675	parthenolide	
BRD-K81651477	parthenolide	
BRD-K04949373	parthenolide	
BRD-K66412701	pazufloxacin	
BRD-K17702546	pd-168393	
BRD-K77133231	pd-169316	
BRD-K55034111	pefloxacin	
BRD-K31731454	pemirolast	
BRD-A80793822	pemoline	
BRD-K47780086	penciclovir	
BRD-K15409150	penfluridol	
BRD-K13183738	pentamidine	
BRD-K44942604	pentolinium	
BRD-K57718010	pentetrazol	
BRD-A57089740	peruvoside	
BRD-K68747584	pf-03814735	
BRD-K50000283	pha-767491	
BRD-K46937689	antipyrine	
BRD-K76304753	phenazopyridine	
BRD-K11399644	phenformin	
BRD-K19227686	phenolphthalein	
BRD-K59597909	phenothiazine	
BRD-K01160827	phenothiazine	
BRD-A22106989	phenothrin	
BRD-K22009844	phenprobamate	
BRD-A18043272	phensuximide	
BRD-K70592483	phenylacetylglutamine	
BRD-K67102207	phenylbutyric acid	
BRD-K15563106	phloretin	
BRD-K64659768	phthalylsulfathiazole	
BRD-A55815733	phylloquinone	
BRD-K26241953	piceatannol	
BRD-K91509126	piceatannol	
BRD-K44442813	pidotimod	
BRD-K49456274	pilaralisib	
BRD-K88090157	pimethixene	
BRD-A69275535	methylinositol	
BRD-K39397585	piperacillin	
BRD-K86873305	piperacillin	
BRD-K13249881	piperazine	
BRD-K19456237	piracetam	
BRD-K65992024	pirenoxine	
BRD-K69260336	pivampicillin	
BRD-K54978501	pivmecillinam	
BRD-K67100011	pivmecillinam	
BRD-K36137799	plumbagin	
BRD-A64610707	pranoprofen	
BRD-A21858158	praziquantel	
BRD-K70504303	prednisolone	
BRD-A27887842	prednisolone	
BRD-K82481048	prednisolone	
BRD-K52183142	pregnenolone	
BRD-K39356024	pregnenolone	
BRD-K43880410	pregnenolone	
BRD-K35862502	pregnenolone	
BRD-A35054627	pregnenolone	
BRD-A10662413	prenylamine	
BRD-K17565903	pridinol	
BRD-A55913614	primaquine	
BRD-K25204779	pritelivir	
BRD-K13032584	procarbazine	
BRD-A31800922	procyclidine	
BRD-K28183345	proguanil	
BRD-K14821965	propidium	
BRD-K18250272	propoxycaine	
BRD-K97863768	protionamide	
BRD-K79116891	proparacaine	
BRD-A28887267	proxyphylline	
BRD-K84175871	pseudoephedrine	
BRD-A28970875	puromycin	
BRD-K36007650	puromycin	
BRD-K63072637	pyrantel	
BRD-K14349461	pyridoxine	
BRD-K88429204	pyrimethamine	
BRD-K36116267	pyrithyldione	
BRD-K11663430	pyroxamide	
BRD-M08470251	pyrvinium	
BRD-A86414188	ractopamine	
BRD-K84683831	radezolid	
BRD-K33551950	radicicol	
BRD-A39996500	radicicol	
BRD-K93123848	raf-265	
BRD-K05658747	raltegravir	
BRD-A15909516	rebamipide	
BRD-K85603128	resorcinol	
BRD-K74190368	resorcinol	
BRD-K17930269	retapamulin	
BRD-K02389548	rg-2833	
BRD-K22024824	rg-4733	
BRD-K27335680	rhein	
BRD-K70246307	riboflavin	
BRD-K92760278	riboflavin	
BRD-A58837096	ribostamycin	
BRD-A23801136	rifabutin	
BRD-K30563334	rifabutin	
BRD-K31484631	rifabutin	
BRD-K06240250	rilpivirine	
