pert_id	drug_id
BRD-K09631521	thiotepa
BRD-K06557128	voriconazole
BRD-K46212057	voriconazole
BRD-K72005722	VT-464
BRD-K37714784	ABT-724
BRD-K24219278	amineptine
BRD-M73371355	apomorphine
BRD-K14496212	bromocriptine
BRD-K72853990	bromocriptine
BRD-A60274948	bromocriptine
BRD-A80151636	bromocriptine
BRD-A69960130	bromocriptine
BRD-K86882815	cabergoline
BRD-A63043573	cabergoline
BRD-K82484965	carmoxirole
BRD-K31471398	dihydrexidine
BRD-A99164655	dihydrexidine
BRD-K90711641	dopamine
BRD-K43887077	dopamine
BRD-K58442346	dopamine
BRD-A20958854	dopamine
BRD-K33811357	dopamine
BRD-K19360254	ergocornine
BRD-A50684349	fenoldopam
BRD-K88871508	lisuride
BRD-K91336023	mesulergine
BRD-K56699285	metergoline
BRD-A72309220	metergoline
BRD-A30435184	metergoline
BRD-K60770992	pergolide
BRD-K47936004	piribedil
BRD-K06388322	pramipexole
BRD-A85280935	quinpirole
BRD-K79684402	Ro-10-5824
BRD-K15933101	ropinirole
BRD-K91111634	rotigotine
BRD-K72381300	SK-383933
BRD-A88548664	SKF-38393
BRD-A64227845	SKF-77434
BRD-A09828896	SKF-81297
BRD-K75615183	talipexole
BRD-K05901394	terguride
BRD-A05186015	bupropion
BRD-K22936972	diphenylpyraline
BRD-K92577649	GBR-13069
BRD-K11634954	GBR-13069
BRD-A29644307	nomifensine
BRD-K96319534	phentermine
BRD-K32501161	vanoxerine
BRD-A60070924	alpha-estradiol
BRD-K41494493	bisphenol-a
BRD-K27062708	chlorotrianisene
BRD-K97509413	coumestrol
BRD-K95309561	dienestrol
BRD-K55106630	dienestrol
BRD-K62353524	DY-131
BRD-K57943804	equilin
BRD-K04046242	equilin
BRD-A88080608	equilin
BRD-K54847683	equol
BRD-A74907996	equol
BRD-K80608265	erteberel
BRD-K60633875	estradiol
BRD-K18910433	estradiol
BRD-A18917088	estradiol
BRD-A23226398	estradiol
BRD-A91452556	estradiol-cypionate
BRD-K17016787	estriol
BRD-K32793530	estriol
BRD-A18620900	estriol
BRD-A88939772	estriol
BRD-A84205515	estriol
BRD-K15236393	estrone
BRD-K81839095	estrone
BRD-K69743918	estrone
BRD-A37959677	estrone
BRD-K69253806	hexestrol
BRD-A01078468	hexestrol
BRD-K35189033	levonorgestrel
BRD-K90543092	levonorgestrel
BRD-K92042497	mestranol
BRD-K31920458	mestranol
BRD-K10481964	mestranol
BRD-A14798026	mestranol
BRD-K34328244	MF-101
BRD-K87573634	propylpyrazole
BRD-A22305049	benfluorex
BRD-A49225603	alimemazine
BRD-M58473998	alimemazine
BRD-K28936863	ketotifen
BRD-K16606819	trimethadione
BRD-A32161980	carbetocin
BRD-K17561142	amiodarone
BRD-K87555556	amiodarone
BRD-K62427771	AS-77
BRD-K38913877	azimilide
BRD-K52113681	CP-339818
BRD-K22482860	dalfampridine
BRD-K86887724	dofetilide
BRD-A46179541	doxapram
BRD-K99922388	DPO-1
BRD-K41713976	E-4031
BRD-A74391928	ibutilide
BRD-M56587789	ibutilide
BRD-K59332007	linopirdine
BRD-K31987754	oleylethanolamide
BRD-K38251852	paxilline
BRD-K52405437	penitrem-a
BRD-K03842655	penitrem-a
BRD-K19741547	vernakalant
BRD-K42748308	XE-991
BRD-K93176058	AC-55649
BRD-K62012036	acitretin
BRD-K90699611	acitretin
BRD-K33127281	adapalene
BRD-K00152668	adarotene
BRD-K35483542	alitretinoin
BRD-K06854232	AM-580
BRD-K92441787	bexarotene
BRD-K09619322	CD-1530
BRD-K25737009	CD-1530
BRD-K28907958	CD-437
BRD-K76723084	isotretinoin
BRD-K06593056	LE-135
BRD-A41145729	methoprene-acid
BRD-K83794243	palovarotene
BRD-K51290057	SA-792709
BRD-K36627727	tamibarotene
BRD-K76841105	tazarotene
BRD-K49685476	TTNPB
BRD-K68246049	TTNPB
BRD-K59256312	gabexate
BRD-K26325692	API-001
BRD-K29668683	BD-1063
BRD-A15435692	BMY-14802
BRD-K70490179	rimcazole
BRD-A63346720	rimcazole
BRD-A92933783	SM-21
BRD-A99633051	ethosuximide
BRD-K16406336	methylene-blue
BRD-K30685142	levothyroxine
BRD-K89152108	liothyronine
BRD-K61236135	tiratricol
BRD-K32285926	AMG-208
BRD-K43797669	genistein
BRD-A36151937	genistein
BRD-K02123250	JNJ-38877605
BRD-K41564320	purvalanol-b
BRD-K02965346	SU-11274
BRD-K59067695	SU-11274
BRD-K60623809	SU-11652
BRD-K33379087	tivantinib
BRD-K36021395	ABT-702
BRD-K44004064	acefylline
BRD-K01577834	adenosine
BRD-A57152259	CGS-21680
BRD-A81866333	CGS-21680
BRD-A64933752	CV-1808
BRD-K40578143	GR-79236
BRD-A00267231	hemado
BRD-K31135544	IB-MECA
BRD-A48809242	IB-MECA
BRD-A20527803	IB-MECA
BRD-A35338386	NECA
BRD-A78341343	regadenoson
BRD-A31007383	SDZ-WAG-994
BRD-A55416093	colforsin
BRD-K77830450	forskolin
BRD-K09602097	forskolin
BRD-A70449690	forskolin
BRD-K03015355	forskolin
BRD-A56987319	SQ-22536
BRD-K62581435	3-MPPI
BRD-A80280426	AD-5467
BRD-K35498378	alrestatin
BRD-K98054437	epalrestat
BRD-A63752151	fidarestat
BRD-A63780829	hyperin
BRD-K73991644	isoquercetin
BRD-K68332390	ponalrestat
BRD-K37206356	rhamnetin
BRD-A89164055	sorbinil
BRD-K85693895	tolrestat
BRD-K30331124	ASC-J9
BRD-K85518562	cilastatin
BRD-A90311807	cilastatin
BRD-K62370608	cilastatin
BRD-K62309135	L-glutamic-acid
BRD-K24771047	ampalex
BRD-K88611939	aniracetam
BRD-A20589515	dihydroxyphenylglycine
BRD-K65359424	eglumetad
BRD-K49519144	LY-2140023
BRD-A02508087	NMDA
BRD-A59709458	PHCCC
BRD-A48257147	PHCCC
BRD-K35531059	molsidomine
BRD-K63861289	molsidomine
BRD-K60476892	YC-1
BRD-K62792802	LY-83583
BRD-K44827188	vismodegib
BRD-K91290917	amodiaquine
BRD-K91315211	betahistine
BRD-K20075662	betazole
BRD-K01674964	histamine
BRD-K25906698	immepip
BRD-K49519092	immethridine
BRD-K52662033	lidocaine
BRD-A29623586	anisodamine
BRD-A07232941	8-M-PDOT
BRD-K84698278	agomelatine
BRD-K97530723	melatonin
BRD-K28761891	ramelteon
BRD-K07857022	alvimopan
BRD-K95110148	beta-funaltrexamine
BRD-K17705806	JTC-801
BRD-A59215453	lobelanidine
BRD-K33732501	methylnaltrexone
BRD-A72767275	nalmefene
BRD-A70461345	naloxone
BRD-K67511046	naloxone
BRD-A23195370	naloxone
BRD-A41833852	naloxone
BRD-A37541666	naloxone
BRD-K70898774	naloxone-benzoylhydrazone
BRD-K88172511	naltrexone
BRD-A66559694	naltrexone
BRD-A83855350	naltrexone
BRD-A19102171	naltriben
BRD-A21723284	naltriben
BRD-A47342814	naltrindole
BRD-A82656074	naltrindole
BRD-A11135865	nor-binaltorphimine
BRD-A75769826	SDM-25N
BRD-K94649603	taxifolin
BRD-K95808480	taxifolin
BRD-K84810405	almorexant
BRD-K41567364	SB-334867
BRD-K53913732	SB-408124
BRD-K94293891	suvorexant
BRD-K29834313	myricitrin
BRD-K67789209	adatanserin
BRD-K34870043	adoprazine
BRD-K67601717	almotriptan
BRD-K55424922	anpirtoline
BRD-K70358946	aripiprazole
BRD-K45479396	BP-554
BRD-K17868609	BRL-54443
BRD-K93461745	buspirone
BRD-A17428743	BW-723C86
BRD-K18909381	CGS-12066B
BRD-K59163477	cisapride
BRD-K06895174	cisapride
BRD-A12896037	cisapride
BRD-K33860217	CP-94253
BRD-K42348709	cyclobenzaprine
BRD-K58626373	dexfenfluramine
BRD-K31092604	donitriptan
BRD-K47659338	EMD-386088
BRD-A73581086	ergometrine
BRD-K68190965	GR-46611
BRD-K90574421	ipsapirone
BRD-K18816859	L-694247
BRD-K55013654	lorcaserin
BRD-K95899059	LY-344864
BRD-A17453586	MDL-72832
BRD-K19554809	MK-212
BRD-A39052811	mosapride
BRD-K69195780	NAN-190
BRD-K16551401	PNU-22394
BRD-K75699339	rizatriptan
BRD-A49370193	Ro-60-0175
BRD-K35719256	rotundine
BRD-K00234327	RU-24969
BRD-K46766488	S-14506
BRD-K09397065	SR-57227A
BRD-K50938287	sumatriptan
BRD-K53963539	vortioxetine
BRD-A62021152	WAY-161503
BRD-K55430733	WAY-629
BRD-K88358234	xaliproden
BRD-K54314721	zolmitriptan
BRD-K76210423	resiquimod
BRD-K93433262	alfacalcidol
BRD-K92644009	alfacalcidol
BRD-K86284654	alfacalcidol
BRD-K77175907	calcifediol
BRD-A78971512	calcifediol
BRD-K56429665	calcipotriol
BRD-K96390176	calcipotriol
BRD-A31158127	calcipotriol
BRD-K28731095	calcitriol
BRD-K27316855	calcitriol
BRD-A84327315	calcitriol
BRD-A66229260	calcitriol
BRD-K14550461	doxercalciferol
BRD-K84163249	ercalcitriol
BRD-K81332461	maxacalcitol
BRD-K60585088	paricalcitol
BRD-K02965577	secalciferol
BRD-K28456624	seocalcitol
BRD-K73237276	tacalcitol
BRD-K49522529	alfacalcidol
BRD-K86307448	allopurinol
BRD-K48367671	febuxostat
BRD-K31841515	oxypurinol
BRD-K77561571	topiroxostat
BRD-K28984613	dutasteride
BRD-K01095011	finasteride
BRD-K59720958	finasteride
BRD-A83081521	finasteride
BRD-K43620258	CHEMBL-399379
BRD-A07780951	orciprenaline
BRD-A88254928	salbutamol
BRD-A37288617	amfepramone
BRD-A17462676	bambuterol
BRD-K68264559	brimonidine
BRD-K07507905	BRL-37344
BRD-A36267905	buphenine
BRD-A34706053	CGP-12177
BRD-A40084411	CGP-12177
BRD-A65440446	cimaterol
BRD-K54142781	cirazoline
BRD-A75726477	clenbuterol
BRD-K98530306	clonidine
BRD-A47494775	dipivefrine
BRD-A78322124	dobutamine
BRD-A09925278	etilefrine
BRD-A97104540	fenoterol
BRD-M00539986	formoterol
BRD-K54006094	formoterol
BRD-K56800335	guanaben-acetate
BRD-K62736196	guanaben-acetate
BRD-K32830106	guanfacine
BRD-K89208535	indacaterol
BRD-K24473282	isoprenaline
BRD-A04322457	isoprenaline
BRD-A16700644	isoxsuprine
BRD-A74269027	isoxsuprine
BRD-A93206962	L-755507
BRD-K34469523	levalbuterol
BRD-A02990301	lofexidine
BRD-A21607826	medetomidine
BRD-A66563878	medetomidine
BRD-A39189014	methoxamine
BRD-K48578705	methyldopa
BRD-A79981887	midodrine
BRD-A16332958	modafinil
BRD-M02190957	orciprenaline
BRD-K16195444	oxymetazoline
BRD-K73381542	phenylephrine
BRD-K78666826	procaterol
BRD-A22684332	procaterol
BRD-K01638814	rilmenidine
BRD-M62162320	rilmenidine
BRD-K51465424	ritodrine
BRD-A59174698	ritodrine
BRD-A01320529	salmeterol
BRD-A04327189	synephrine
BRD-A50157456	terbutaline
BRD-M79902621	terbutaline
BRD-A37441042	tulobuterol
BRD-A59337442	xamoterol
BRD-M39942365	xamoterol
BRD-K08356259	xylometazoline
BRD-K64157027	ZD-2079
BRD-K45296539	ZD-7114
BRD-K28971625	ZD-7114
BRD-K82164249	andarine
BRD-K16621777	enobosarm
BRD-A07986123	galeterone
BRD-K38868394	MK-0773
BRD-K29735307	ostarine
BRD-K94436377	diosmin
BRD-K44067360	flufenamic-acid
BRD-A28940325	trichlormethiazide
BRD-A68304895	BTS-54505
BRD-A51078674	diclofensine
BRD-A68464583	mazindol
BRD-A17535965	gelsemine
BRD-K73440166	cinaciguat
BRD-K84783599	riociguat
BRD-K43236057	polydatin
BRD-A79038507	AGN-192403
BRD-K24240364	GYKI-52466
BRD-K72106461	SYM-2081
BRD-K29653726	topiramate
BRD-K00675675	CL-82198
BRD-K53508936	CTS-1027
BRD-A08545410	doxycycline
BRD-A88774919	doxycycline
BRD-K57011718	UK-356618
BRD-K36198571	WAY-170523
BRD-K73251053	clorgiline
BRD-K13819402	desoxypeganine
BRD-K17979676	eprobemide
BRD-K12630395	harmane
BRD-K46424862	hymecromone
BRD-K93332168	isocarboxazid
BRD-K51486818	lazabemide
BRD-K64338723	milacemide
BRD-K07237224	moclobemide
BRD-K83597974	pargyline
BRD-K87024524	phenelzine
BRD-K59522102	piperine
BRD-A54490543	pirlindole
BRD-K58114536	rasagiline
BRD-K86434416	selegiline
BRD-A28545468	selegiline
BRD-A52660433	tetrindole
BRD-K47029922	tranylcypromine
BRD-K88809146	tranylcypromine
BRD-A43974575	tranylcypromine
BRD-K45924332	amrinone
BRD-K62200014	anagrelide
BRD-K93208532	apremilast
BRD-K33852358	arofylline
BRD-K65781196	avanafil
BRD-K02404261	caffeine
BRD-K62982419	cilomilast
BRD-K38473998	cilomilast
BRD-K28578425	cilostamide
BRD-K67017579	cilostazol
BRD-K86301799	dipyridamole
BRD-A00827783	dyphylline
BRD-K35007173	enprofylline
BRD-K64755930	etazolate
BRD-K28687144	fosfosal
BRD-K16444452	ibudilast
BRD-K74195153	irsogladine
BRD-K67080878	milrinone
BRD-K82967685	mirodenafil
BRD-K90524085	MY-5445
BRD-K20745393	olprinone
BRD-K15567136	papaverine
BRD-K57569181	pentoxifylline
BRD-K31519811	PF-02545920
BRD-K50031829	PF-04447943
BRD-K47642186	piclamilast
BRD-K59273480	propentofylline
BRD-A07207424	Ro-20-1724
BRD-K03194791	roflumilast
BRD-A34255068	rolipram
BRD-A62071884	siguazodan
BRD-A91992993	siguazodan
BRD-K50128260	sildenafil
BRD-K79759585	sildenafil
BRD-K63516691	T-0156
BRD-K93645900	tadalafil
BRD-K13926615	vardenafil
BRD-K12932420	YM-976
BRD-K16542329	zaprinast
BRD-K12516989	zaprinast
BRD-K37561857	zardaverine
BRD-M89827113	levcromakalim
BRD-K95609758	BMS-191011
BRD-A76093993	cromakalim
BRD-K73109821	diazoxide
BRD-K24526313	levcromakalim
BRD-K52721684	PCO-400
BRD-K89917372	retigabine
BRD-K45117373	Y-26763
BRD-K42679050	Y-27152
BRD-K73691377	alprostadil
BRD-K52459643	alprostadil
BRD-A45153512	bimatoprost
BRD-A87848830	bimatoprost
BRD-K26521938	dinoprostone
BRD-K57391913	iloprost
BRD-A45664787	iloprost
BRD-K10961822	latanoprost
BRD-A50310035	misoprostol
BRD-K19706299	MRE-269
BRD-K23976833	travoprost
BRD-A72351335	misoprostol
BRD-K45724504	anguidine
BRD-K36055864	cycloheximide
BRD-A62184259	cycloheximide
BRD-A82329351	cycloheximide
BRD-K03067624	emetine
BRD-A25687296	emetine
BRD-K01976263	emetine
BRD-K49076555	etretinate
BRD-K36248164	etretinate
BRD-K28912512	nicotinamide
BRD-A81370665	BI-D1870
BRD-K61936403	AS-1949490
BRD-K63178091	telotristat
BRD-K73397362	purmorphamine
BRD-A73427433	adaprev
BRD-K09132007	D-4476
BRD-K96862998	pirfenidone
BRD-K80480517	repsox
BRD-K67298865	SB-431542
BRD-K37720887	SB-525334
BRD-K24566386	SD-208
BRD-K48722258	dilazep
BRD-K91308639	ARN-509
BRD-A29485665	bicalutamide
BRD-K48923948	BMS-641988
BRD-A51294525	cyproterone
BRD-A39290993	cyproterone
BRD-K56851771	enzalutamide
BRD-K28307902	flutamide
BRD-K23566484	nilutamide
BRD-A56245458	reichstein
BRD-K62762455	RU-58841
BRD-K45503887	delivert
BRD-A66116161	AM-1241
BRD-K78280988	anandamide
BRD-K87905482	anandamide
BRD-K42352790	anandamide
BRD-K29555132	arachidonamide
BRD-A03816571	CP-55940
BRD-K10705233	GW-405833
BRD-K17796732	JWH-015
BRD-K62289640	lylamine
BRD-K06644925	oleamide
BRD-K68095457	palmitoylethanolamide
BRD-K43457670	acetazolamide
BRD-K21450440	benzthiazide
BRD-K74913225	brinzolamide
BRD-K71499074	diclofenamide
BRD-K71075609	dorzolamide
BRD-K48617017	dorzolamide
BRD-K66944906	fraxidin
BRD-K30649484	mafenide
BRD-K13356952	methazolamide
BRD-A61793559	metolazone
BRD-K75037734	carbachol
BRD-K21936341	oxotremorine-sesquifumarate
BRD-K28863208	PNU-282987
BRD-K67121414	apixaban
BRD-K29322660	edoxaban
BRD-K80082640	otamixaban
BRD-K37130656	rivaroxaban
BRD-A50033377	rivaroxaban
BRD-A86248581	tetrahydrouridine
BRD-A61194565	benserazide
BRD-A03061970	alizapride
BRD-A60197193	amisulpride
BRD-K52397688	amperozide
BRD-K57875380	asenapine
BRD-K95260951	asenapine
BRD-K79425933	benperidol
BRD-K25943794	blonanserin
BRD-K73642618	bromopride
BRD-K78643075	bromperidol
BRD-K23082237	butaclamol
BRD-K57764956	cariprazine
BRD-K17294426	clebopride
BRD-K37289225	clozapine
BRD-K38305202	domperidone
BRD-K97158071	droperidol
BRD-K94270326	ecopipam
BRD-K50417881	eticlopride
BRD-K08998509	fananserin
BRD-K70487031	flupentixol
BRD-K53987533	fluphenazine
BRD-K55127134	fluphenazine
BRD-K77947974	fluspirilene
BRD-K50891186	GR-103691
BRD-K67783091	haloperidol
BRD-K48722833	iloperidone
BRD-K96740444	itopride
BRD-K05181463	L-741626
BRD-K13211965	L-741742
BRD-K05528470	L-745870
BRD-K28806945	L-750667
BRD-K01648091	LE-300
BRD-K35559145	levomepromazine
BRD-K51671335	levosulpiride
BRD-K39915878	loxapine
BRD-K51143828	lurasidone
BRD-K92984783	melperone
BRD-A14395271	mesoridazine
BRD-K75641298	metoclopramide
BRD-A65280694	molindone
BRD-A71262238	nafadotride
BRD-M80207679	nemonapride
BRD-K47289124	nemonapride
BRD-A66927094	nemonapride
BRD-K05181084	NGB-2904
BRD-K18895904	olanzapine
BRD-K85503079	perospirone
BRD-K10995081	perphenazine
BRD-K01292756	pimozide
BRD-K26801045	pipamperone
BRD-K19352500	prochlorperazine
BRD-K06980535	promazine
BRD-K68867920	quetiapine
BRD-K04111260	raclopride
BRD-K54094468	remoxipride
BRD-K53857191	risperidone
BRD-K45435259	SCH-23390
BRD-K69116396	sertindole
BRD-K55468218	spiperone
BRD-K94512704	spiramide
BRD-A10715913	sulpiride
BRD-A55272860	sulpiride
BRD-A84481105	thioridazine
BRD-K97309399	thiothixene
BRD-K55070890	thiothixene
BRD-K57432881	tiapride
BRD-K89732114	trifluoperazine
BRD-K63675182	triflupromazine
BRD-K70281171	U-99194
BRD-K74865981	YM-09151-2
BRD-K29582115	ziprasidone
BRD-K04218075	clomifene
BRD-K29950728	clomifene
BRD-K91328526	clomifene
BRD-K21401044	danazol
BRD-A92537424	danazol
BRD-K48970916	danazol
BRD-A20243730	danazol
BRD-A17828570	fulvestrant
BRD-A83237092	fulvestrant
BRD-A03249105	fulvestrant
BRD-A90490067	fulvestrant
BRD-K63828191	raloxifene
BRD-K04210847	tamoxifen
BRD-K93754473	tamoxifen
BRD-K43744935	tamoxifen
BRD-K51350053	toremifene
BRD-K67174588	toremifene
BRD-K63460351	toremifene
BRD-K94832621	Y-134
BRD-A85667082	fulvestrant
BRD-K18036262	L-168049
BRD-K16732600	MK-0893
BRD-K23335153	AMN-082
BRD-A38675539	cyclothiazide
BRD-K31699485	DMeOB
BRD-K42981054	mibampator
BRD-K39823328	VU-0366037-2
BRD-A57457122	VU-0400071-3
BRD-K84141129	VU-0400193-3
BRD-K30570479	VU-0400195-3
BRD-A34208323	VU-0404997-2
BRD-K83010055	VU-0415374-1
BRD-K79501723	cyclizine
BRD-K77171813	proxyfan
BRD-K77771411	moxonidine
BRD-K52080565	nandrolone
BRD-A38898897	GW-311616
BRD-K72895815	SSR-69071
BRD-K11129031	gemfibrozil
BRD-K55420858	mirin
BRD-K13044802	ciclopirox
BRD-K18172896	eltanolone
BRD-K45071273	tetracaine
BRD-A43930669	L-368899
BRD-A47598013	citalopram
BRD-A98845662	desvenlafaxine
BRD-K71103788	duloxetine
BRD-K38436528	imipramine
BRD-K82147103	lofepramine
BRD-K02227374	milnacipran
BRD-A15202882	milnacipran
BRD-K02867583	minaprine
BRD-A23359898	sibutramine
BRD-K70778732	trazodone
BRD-K58010567	vilazodone
BRD-A59198242	viloxazine
BRD-K47207162	zimelidine
BRD-K94173644	zimelidine
BRD-A70814879	ABC-294640
BRD-K79877282	PF-543
BRD-A11776908	enilconazole
BRD-K05977355	fluconazole
BRD-K29113274	ketoconazole
BRD-A38350138	ketoconazole
BRD-A76019558	ketoconazole
BRD-K48168960	propylthiouracil
BRD-A49399758	desmopressin-acetate
BRD-K93331255	lypressin
BRD-K93034159	cladribine
BRD-K97799481	theophylline
BRD-M53001068	aminophylline
BRD-K49049886	CGS-15943
BRD-K70507123	doxofylline
BRD-K83064458	etofylline
BRD-K87774949	istradefylline
BRD-K37618799	MRS-1220
BRD-A06784547	MRS-1334
BRD-K72024482	MRS-1754
BRD-K46290096	preladenant
BRD-K10177585	PSB-11
BRD-K49027941	PSB-1115
BRD-A70407468	PSB-36
BRD-K40213712	SAL-1
BRD-K46469693	SCH-442416
BRD-K81225797	SCH-58261
BRD-K34445261	SLV-320
BRD-K93045741	tozadenant
BRD-K19605405	ZM-241385
BRD-K62734952	arglabin
BRD-K75532464	FTI-276
BRD-K41599323	lonafarnib
BRD-K52075040	cerulenin
BRD-K28667793	pyrazinamide
BRD-K13474508	L-655708
BRD-A84389091	L-655708
BRD-A05729358	CPCCOEt
BRD-K23163214	dizocilpine
BRD-K63919159	aptiganel
BRD-K62387885	basimglurant
BRD-K54704028	BAY-36-7620
BRD-K18324993	budipine
BRD-K19438463	CNQX
BRD-K53545112	CNQX
BRD-K88304388	dextrorphan
BRD-A61392169	eliprodil
BRD-K99107520	felbamate
BRD-K41160163	fenobam
BRD-K50720187	flupirtine
BRD-A15010982	HU-211
BRD-A47065382	huperzine-a
BRD-K15402119	huperzine-a
BRD-K45888792	huperzine-a
BRD-K97618845	huperzine-a
BRD-A24191444	ifenprodil
BRD-K64670467	JNJ-16259685
BRD-K10176267	L-701252
BRD-K08109516	L-701324
BRD-K55703048	latrepirdine
BRD-K69763916	LY-341495
BRD-K87696786	LY-456236
BRD-K59753853	MDL-29951
BRD-K91938660	memantine
BRD-A79803969	memantine
BRD-K11796549	NBQX
BRD-K47717570	NBQX
BRD-A10355991	norketamine
BRD-K26979635	NS-3694
BRD-K41438959	perampanel
BRD-A36074203	remacemide
BRD-A63546914	Ro-04-5595
BRD-K98157055	SIB-1757
BRD-K67439147	SIB-1893
BRD-A77218119	SYM-2206
BRD-A23970436	thiamylal
BRD-K38158531	traxoprodil
BRD-A45499626	UBP-302
BRD-K48059230	YM-298198
BRD-K59650319	YM-298198
BRD-K62240499	huperzine-a
BRD-K53979406	ALX-5407
BRD-K13756951	bitopertin
BRD-K51263939	sarcosine
BRD-K22749967	ABT-239
BRD-K50163129	acrivastine
BRD-K37249724	astemizole
BRD-A68888262	azelastine
BRD-K79595931	bavisant
BRD-K98624455	bepotastine
BRD-A68723818	brompheniramine
BRD-A29426959	carbinoxamine
BRD-A42571354	cetirizine
BRD-A57133233	chlorcyclizine
BRD-K83257731	chloropyramine
BRD-K34157611	cimetidine
BRD-K18618618	cimetidine
BRD-K01767299	ciproxifan
BRD-K30240666	clemastine
BRD-K71430621	clobenpropit
BRD-K28143534	cyproheptadine
BRD-A65797496	deptropine
BRD-K82357231	desloratadine
BRD-K22947005	dexbrompheniramine
BRD-M98649031	dimenhydrinate
BRD-K47278471	diphenhydramine
BRD-K54462405	doxepin
BRD-K37694030	doxepin
BRD-K36616567	doxepin
BRD-A44008656	doxylamine
BRD-K15010214	emedastine
BRD-A98990573	epinastine
BRD-K00673382	famotidine
BRD-A73368467	fexofenadine
BRD-K66782112	ICI-162846
BRD-K11071038	ICI-162846
BRD-K51918615	iodophenpropit
BRD-K15086322	JNJ-10191584
BRD-A67516570	lafutidine
BRD-K33453211	levocabastine
BRD-K27184429	levocetirizine
BRD-A67616246	levomequitazine
BRD-K82795137	loratadine
BRD-K97564742	mepyramine
BRD-K47323024	methapyrilene
BRD-K21884483	mizolastine
BRD-K73589491	nizatidine
BRD-K46652470	nizatidine
BRD-K92193792	nizatidine
BRD-K67637637	olopatadine
BRD-K37130586	olopatadine
BRD-K02079473	oxatomide
BRD-A23072235	pheniramine
BRD-A46335897	promethazine
BRD-K83302049	protopine
BRD-K70505054	ranitidine
BRD-K14204120	ranitidine
BRD-K30816563	ranitidine
BRD-K98004573	rupatadine
BRD-K48195801	tecastemizole
BRD-A06352418	terfenadine
BRD-K63874012	thioperamide
BRD-A85424553	thioperamide
BRD-K15071410	tiotidine
BRD-K11107424	tiotidine
BRD-K34415467	trimethobenzamide
BRD-K57033106	tripelennamine
BRD-K11742128	triprolidine
BRD-K56231354	triprolidine
BRD-K62206109	VUF-5681
BRD-A67482312	4-P-PDOT
BRD-K67013324	luzindole
BRD-K03601870	ixabepilone
BRD-K64504314	dienogest
BRD-K11439261	dydrogesterone
BRD-K68620903	dydrogesterone
BRD-K39391626	ethylestrenol
BRD-A39791822	hydroxyprogesterone
BRD-A61221616	medroxyprogesterone-acetate
BRD-K71552035	nomegestrol
BRD-K27351809	nomegestrol-acetate
BRD-K22901619	norgestimate
BRD-A04756508	norgestimate
BRD-K64994968	progesterone
BRD-K47244735	progesterone
BRD-A67479912	progesterone
BRD-K99604664	tanaproget
BRD-A47513740	calyculin
BRD-K37792492	dolasetron
BRD-A14966924	alaproclate
BRD-K46742498	alosetron
BRD-K00610438	altanserin
BRD-A44133049	azasetron
BRD-A85587465	bemesetron
BRD-K31054881	BMY-7378
BRD-A51829654	BRL-15572
BRD-K34008116	dolasetron
BRD-K28029915	dolasetron
BRD-K49945136	GR-113808
BRD-K11911061	GR-127935
BRD-K46441700	GR-55562
BRD-K10860596	granisetron
BRD-K05510762	granisetron
BRD-A10967948	granisetron
BRD-K79102359	idalopirdine
BRD-K49671696	ketanserin
BRD-K62398570	lerisetron
BRD-K14282469	LY-165163
BRD-A62057054	MDL-11939
BRD-A50764878	MDL-73005EF
BRD-K35941380	methysergide
BRD-A98725278	methysergide
BRD-A19661776	mianserin
BRD-K83153774	mirtazapine
BRD-A64977602	mirtazapine
BRD-A23683907	NAS-181
BRD-A19736161	ondansetron
BRD-K08924299	palonosetron
BRD-K25224017	pirenperone
BRD-K75958195	pizotifen
BRD-K16757695	PRX-08066
BRD-K15588452	R-96544
BRD-K40887525	ritanserin
BRD-K43290182	Ro-04-6790
BRD-K87048468	RS-102221
BRD-K90825648	RS-127445
BRD-K01868942	RS-23597-190
BRD-K20742498	RS-39604
BRD-K77677632	SB-200646
BRD-K27141178	SB-203186
BRD-K36395411	SB-206553
BRD-K30867024	SB-216641
BRD-K14807180	SB-221284
BRD-K15424032	SB-228357
BRD-K80639402	SB-258585
BRD-K24201553	SB-269970
BRD-K82467063	SB-271046
BRD-K70464547	sertraline
BRD-K82036761	sertraline
BRD-K57174586	sertraline
BRD-A72483914	spiroxatrine
BRD-K50866992	tropisetron
BRD-A79226577	tropisetron
BRD-A83859836	tropisetron
BRD-K69812556	WAY-100635
BRD-A65615053	zacopride
BRD-A35511923	L-803087
BRD-K59715032	pasireotide
BRD-K14681867	somatostatin
BRD-K79042054	octreotide
BRD-K61567297	resatorvid
BRD-K95292280	SB-657510
BRD-A80567352	aceclidine
BRD-A32673558	aceclidine
BRD-A99833829	bethanechol
BRD-M98279124	cevimeline
BRD-K74186897	cytisine
BRD-A55579717	cytisine
BRD-K49783248	decamethonium
BRD-K10042277	desmethylclozapine
BRD-K01663662	diphenidol
BRD-K71603915	EVP-6124
BRD-K05395900	nicotine
BRD-K85090592	pilocarpine
BRD-K71731651	PNU-120596
BRD-K19309090	SR-95639A
BRD-A14574269	UB-165
BRD-K18855837	varenicline
BRD-A86216746	varenicline
BRD-K51471001	demecarium
BRD-K60567437	dimpylate
BRD-A49160188	donepezil
BRD-K81128206	edrophonium
BRD-K08556791	ethoprop
BRD-K49481516	galantamine
BRD-A49148672	galantamine
