code1	code2	code3	code4	code5	class1	class2	class3	class4	class5	drug
A	A02	A02B	A02BX	A02BX06	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Proglumide	proglumide
A	A02	A02B	A02BX	A02BX07	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Gefarnate	gefarnate
A	A02	A02B	A02BX	A02BX08	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Sulglicotide	sulglicotide
A	A02	A02B	A02BX	A02BX09	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Acetoxolone	acetoxolone
A	A02	A02B	A02BX	A02BX10	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Zolimidine	zolimidine
A	A02	A02B	A02BX	A02BX11	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Troxipide	troxipide
A	A02	A02B	A02BX	A02BX12	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Bismuth subnitrate	bismuth subnitrate
A	A02	A02B	A02BX	A02BX13	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Alginic acid	alginic acid
A	A02	A02B	A02BX	A02BX14	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Rebamipide	rebamipide
A	A02	A02B	A02BX	A02BX51	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Carbenoxolone	carbenoxolone
A	A02	A02B	A02BX	A02BX71	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Carbenoxolone	carbenoxolone
A	A02	A02B	A02BX	A02BX77	Alimentary Tract And Metabolism	Drugs For Acid Related Disorders	Drugs For Peptic Ulcer And Gastro-Oesophageal Reflux Disease (Gord)	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)	Gefarnate	gefarnate
A	A03	A03A	A03AA	A03AA01	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, esters with tertiary amino group	Oxyphencyclimine	oxyphencyclimine
A	A03	A03A	A03AA	A03AA03	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, esters with tertiary amino group	Camylofin	camylofin
A	A03	A03A	A03AA	A03AA04	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, esters with tertiary amino group	Mebeverine	mebeverine
A	A03	A03A	A03AA	A03AA05	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, esters with tertiary amino group	Trimebutine	trimebutine
A	A03	A03A	A03AA	A03AA06	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, esters with tertiary amino group	Rociverine	rociverine
A	A03	A03A	A03AA	A03AA07	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, esters with tertiary amino group	Dicyclomine	dicyclomine
A	A03	A03A	A03AA	A03AA08	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, esters with tertiary amino group	Dihexyverine	dihexyverine
A	A03	A03A	A03AA	A03AA09	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, esters with tertiary amino group	Difemerine	difemerine
A	A03	A03A	A03AA	A03AA30	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, esters with tertiary amino group	Piperidolate	piperidolate
A	A03	A03A	A03AB	A03AB01	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Benzilone	benzilone
A	A03	A03A	A03AB	A03AB02	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Glycopyrronium	glycopyrronium
A	A03	A03A	A03AB	A03AB03	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Oxyphenonium	oxyphenonium
A	A03	A03A	A03AB	A03AB04	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Penthienate	penthienate
A	A03	A03A	A03AB	A03AB05	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Propantheline	propantheline
A	A03	A03A	A03AB	A03AB06	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Otilonium	otilonium
A	A03	A03A	A03AB	A03AB07	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Methantheline	methantheline
A	A03	A03A	A03AB	A03AB08	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Tridihexethyl	tridihexethyl
A	A03	A03A	A03AB	A03AB09	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Isopropamide	isopropamide
A	A03	A03A	A03AB	A03AB10	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Hexocyclium	hexocyclium
A	A03	A03A	A03AB	A03AB11	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Poldine	poldine
A	A03	A03A	A03AB	A03AB12	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Mepenzolate	mepenzolate
A	A03	A03A	A03AB	A03AB13	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Bevonium	bevonium
A	A03	A03A	A03AB	A03AB14	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Pipenzolate	pipenzolate
A	A03	A03A	A03AB	A03AB15	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Diphemanil	diphemanil
A	A03	A03A	A03AB	A03AB16	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Emetonium iodide	emetonium iodide
A	A03	A03A	A03AB	A03AB17	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Tiemonium iodide	tiemonium iodide
A	A03	A03A	A03AB	A03AB18	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Prifinium	prifinium
A	A03	A03A	A03AB	A03AB19	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Timepidium	timepidium
A	A03	A03A	A03AB	A03AB21	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Fenpiverinium	fenpiverinium
A	A03	A03A	A03AB	A03AB53	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic anticholinergics, quaternary ammonium compounds	Oxyphenonium	oxyphenonium
A	A03	A03A	A03AC	A03AC02	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic antispasmodics, amides with tertiary amines	Dimethylaminopropionylphenothiazine	dimethylaminopropionylphenothiazine
A	A03	A03A	A03AC	A03AC04	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic antispasmodics, amides with tertiary amines	Nicofetamide	nicofetamide
A	A03	A03A	A03AC	A03AC05	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Synthetic antispasmodics, amides with tertiary amines	Tiropramide	tiropramide
A	A03	A03A	A03AD	A03AD01	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Papaverine and derivatives	Papaverine	papaverine
A	A03	A03A	A03AD	A03AD02	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Papaverine and derivatives	Drotaverine	drotaverine
A	A03	A03A	A03AD	A03AD30	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Papaverine and derivatives	Moxaverine	moxaverine
A	A03	A03A	A03AE	A03AE01	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Serotonin receptor antagonists	Alosetron	alosetron
A	A03	A03A	A03AE	A03AE03	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Serotonin receptor antagonists	Cilansetron	cilansetron
A	A03	A03A	A03AX	A03AX01	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Fenpiprane	fenpiprane
A	A03	A03A	A03AX	A03AX02	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Diisopromine	diisopromine
A	A03	A03A	A03AX	A03AX03	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Chlorbenzoxamine	chlorbenzoxamine
A	A03	A03A	A03AX	A03AX04	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Pinaverium	pinaverium
A	A03	A03A	A03AX	A03AX05	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Fenoverine	fenoverine
A	A03	A03A	A03AX	A03AX06	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Idanpramine	idanpramine
A	A03	A03A	A03AX	A03AX07	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Proxazole	proxazole
A	A03	A03A	A03AX	A03AX08	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Alverine	alverine
A	A03	A03A	A03AX	A03AX09	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Trepibutone	trepibutone
A	A03	A03A	A03AX	A03AX10	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Isometheptene	isometheptene
A	A03	A03A	A03AX	A03AX11	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Caroverine	caroverine
A	A03	A03A	A03AX	A03AX12	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Phloroglucinol	phloroglucinol
A	A03	A03A	A03AX	A03AX14	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Valethamate	valethamate
A	A03	A03A	A03AX	A03AX15	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Peppermint oil	peppermint oil
A	A03	A03A	A03AX	A03AX30	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Trimethyldiphenylpropylamine	trimethyldiphenylpropylamine
A	A03	A03A	A03AX	A03AX58	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Drugs For Functional Gastrointestinal Disorders	Other drugs for functional gastrointestinal disorders	Alverine	alverine
A	A03	A03B	A03BA	A03BA01	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Belladonna And Derivatives, Plain	Belladonna alkaloids, tertiary amines	Atropine	atropine
A	A03	A03B	A03BA	A03BA03	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Belladonna And Derivatives, Plain	Belladonna alkaloids, tertiary amines	Hyoscyamine	hyoscyamine
A	A03	A03B	A03BB	A03BB01	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Belladonna And Derivatives, Plain	Belladonna alkaloids, semisynthetic, quaternary ammonium compounds	Butylscopolamine	butylscopolamine
A	A03	A03B	A03BB	A03BB02	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Belladonna And Derivatives, Plain	Belladonna alkaloids, semisynthetic, quaternary ammonium compounds	Methylatropine	methylatropine
A	A03	A03B	A03BB	A03BB03	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Belladonna And Derivatives, Plain	Belladonna alkaloids, semisynthetic, quaternary ammonium compounds	Methscopolamine	methscopolamine
A	A03	A03B	A03BB	A03BB04	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Belladonna And Derivatives, Plain	Belladonna alkaloids, semisynthetic, quaternary ammonium compounds	Fentonium	fentonium
A	A03	A03B	A03BB	A03BB05	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Belladonna And Derivatives, Plain	Belladonna alkaloids, semisynthetic, quaternary ammonium compounds	Cimetropium	cimetropium
A	A03	A03B	A03BB	A03BB06	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Belladonna And Derivatives, Plain	Belladonna alkaloids, semisynthetic, quaternary ammonium compounds	Homatropine methylbromide	homatropine methylbromide
A	A03	A03C	A03CA	A03CA01	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Antispasmodics In Combination With Psycholeptics	Synthetic anticholinergic agents in combination with psycholeptics	Isopropamide	isopropamide
A	A03	A03C	A03CA	A03CA02	Alimentary Tract And Metabolism	Drugs For Functional Gastrointestinal Disorders	Antispasmodics In Combination With Psycholeptics	Synthetic anticholinergic agents in combination with psycholeptics	Clidinium	clidinium
